word,wlen,firsttime,totaltime,word,surprisal
Tot ,4,86.2,100.8,tot,25.26048615415301
nu ,3,95.2,95.2,nu,17.567629341173124
toe ,4,77.9,77.9,toe,17.567629341173124
bestaat ,8,155.6,194.5,bestaat,17.567629341173124
er ,3,0.0,0.0,er,17.567629341173124
alleen ,7,173.8,206.9,alleen,17.567629341173124
maar ,5,60.9,60.9,maar,17.567629341173124
een ,4,151.5,151.5,een,17.567629341173124
"vermoeden, ",11,200.8,217.1,vermoeden,17.567629341173124
ziet ,5,65.7,65.7,ziet,17.567629341173124
u. ,3,63.4,63.4,u,17.567629341173124
We ,3,132.2,132.2,we,25.26048615415301
hebben ,7,161.8,230.4,hebben,17.567629341173124
geen ,5,62.2,62.2,geen,17.567629341173124
enkel ,6,192.6,205.3,enkel,17.567629341173124
bewijs. ,8,125.0,125.0,bewijs,17.567629341173124
Juist. ,7,209.0,226.0,juist,25.26048615415301
Het ,4,76.8,76.8,het,25.26048615415301
is ,3,129.2,154.1,is,17.567629341173124
alleen ,7,74.6,74.6,alleen,17.567629341173124
een ,4,18.4,18.4,een,17.567629341173124
voorzorgsmaatregel. ,20,185.6,445.7,voorzorgsmaatregel,17.5705969346105
Terwijl ,8,227.9,302.1,terwijl,25.26048615415301
hij ,4,159.1,194.2,hij,17.567629341173124
een ,4,84.7,113.3,een,17.567629341173124
sigaret ,8,160.7,196.0,sigaret,17.567629341173124
opstak ,7,176.9,195.9,opstak,17.567629341173124
uit ,4,61.3,61.3,uit,17.567629341173124
de ,3,133.5,154.1,de,17.567629341173124
koker ,6,98.4,210.2,koker,17.567629341173124
die ,4,121.3,156.9,die,17.567629341173124
hij ,4,126.6,126.6,hij,17.567629341173124
zojuist ,8,169.5,206.9,zojuist,17.567629341173124
te ,3,9.7,9.7,te,17.567629341173124
voorschijn ,11,232.5,341.8,voorschijn,17.567629341173124
had ,4,18.0,18.0,had,17.567629341173124
"gehaald, ",9,195.7,262.9,gehaald,17.567629341173124
zei ,4,128.9,157.3,zei,17.567629341173124
John ,5,109.7,140.3,john,17.567629341173124
tegen ,6,124.5,153.6,tegen,17.567629341173124
mij: ,5,44.4,44.4,mij,17.567629341173124
Je ,3,59.7,59.7,je,17.567629341173124
weet ,5,142.6,205.7,weet,17.567629341173124
dat ,4,121.6,143.9,dat,17.567629341173124
terug ,6,226.8,319.7,terug,17.567629341173124
Ik ,3,106.2,106.2,ik,17.567629341173124
kwam ,5,150.9,150.9,kwam,17.567629341173124
hem ,4,93.8,109.6,hem,17.567629341173124
tegen. ,7,188.2,253.1,tegen,17.567629341173124
John ,5,176.5,239.0,john,25.26048615415301
gooide ,7,188.2,349.4,gooide,17.567629341173124
zijn ,5,146.1,163.7,zijn,17.567629341173124
lucifer ,8,173.5,193.4,lucifer,17.567629341173124
in ,3,75.8,92.0,in,17.567629341173124
het ,4,69.6,69.6,het,17.567629341173124
bloembed ,9,203.8,544.0,bloembed,17.567629341173124
naast ,6,138.8,178.5,naast,17.567629341173124
hem. ,5,154.0,174.7,hem,17.567629341173124
Deze ,5,101.8,101.8,deze,25.26048615415301
handelwijze ,12,216.0,456.9,handelwijze,17.567629341173124
ging ,5,81.4,87.9,ging,17.567629341173124
lijnrecht ,10,232.2,435.4,lijnrecht,17.567629341173124
tegen ,6,165.3,165.3,tegen,17.567629341173124
gevoel ,7,201.1,278.0,gevoel,17.567629341173124
in. ,4,52.1,52.1,in,17.567629341173124
Hij ,4,71.3,71.3,hij,25.26048615415301
raapte ,7,208.1,292.9,raapte,17.567629341173124
hem ,4,120.0,120.0,hem,17.567629341173124
op ,3,74.8,74.8,op,17.567629341173124
en ,3,91.0,91.0,en,17.567629341173124
begroef ,8,203.5,280.2,begroef,17.567629341173124
hem ,4,88.7,132.4,hem,17.567629341173124
netjes. ,8,241.4,278.7,netjes,17.567629341173124
Het ,4,125.5,135.6,het,25.26048615415301
is ,3,86.7,115.8,is,17.567629341173124
vreselijk ,10,185.5,365.3,vreselijk,17.567629341173124
moeilijk ,9,169.8,324.3,moeilijk,17.567629341173124
om ,3,97.8,97.8,om,17.567629341173124
nu ,3,101.5,165.0,nu,17.567629341173124
tegenover ,10,200.5,409.5,tegenover,17.567629341173124
hem ,4,74.3,133.9,hem,17.567629341173124
de ,3,108.0,108.0,de,17.567629341173124
juiste ,7,151.6,178.6,juiste,17.567629341173124
houding ,8,159.7,220.6,houding,17.567629341173124
te ,3,94.8,116.3,te,17.567629341173124
vinden. ,8,44.3,44.3,vinden,17.567629341173124
Dat ,4,165.1,165.1,dat,25.26048615415301
zal ,4,84.7,84.7,zal,17.567629341173124
heel ,5,152.3,236.8,heel,17.567629341173124
gauw ,5,96.3,110.1,gauw,17.567629341173124
geen ,5,124.4,167.4,geen,17.567629341173124
moeilijkheden ,14,206.1,373.2,moeilijkheden,17.567629341173124
meer ,5,82.3,104.3,meer,17.567629341173124
"opleveren, ",11,162.5,264.9,opleveren,17.567629341173124
verklaarde ,11,194.7,301.5,verklaarde,17.567629341173124
Poirot ,7,178.7,205.4,poirot,17.567629341173124
rustig. ,8,76.4,85.9,rustig,17.567629341173124
John ,5,168.6,168.6,john,25.26048615415301
keek ,5,198.4,240.9,keek,17.567629341173124
omdat ,6,136.2,271.2,omdat,17.567629341173124
hem ,4,172.8,240.4,hem,17.567629341173124
de ,3,56.5,77.2,de,17.567629341173124
van ,4,31.5,31.5,van,17.567629341173124
deze ,5,135.0,199.4,deze,17.567629341173124
bedekte ,8,196.7,435.3,bedekte,17.567629341173124
toespeling ,11,168.0,205.9,toespeling,17.567629341173124
ontging. ,9,193.7,302.5,ontging,17.567629341173124
Hij ,4,138.9,180.2,hij,25.26048615415301
gaf ,4,228.2,396.8,gaf,17.567629341173124
mij ,4,131.2,164.1,mij,17.567629341173124
de ,3,117.8,131.0,de,17.567629341173124
twee ,5,139.9,205.8,twee,17.567629341173124
sleutels ,9,233.1,270.9,sleutels,17.567629341173124
die ,4,33.4,33.4,die,17.567629341173124
hij ,4,201.2,239.0,hij,17.567629341173124
van ,4,74.8,74.8,van,17.567629341173124
dokter ,7,163.8,209.7,dokter,17.567629341173124
had ,4,76.4,105.2,had,17.567629341173124
gekregen. ,10,124.3,175.1,gekregen,17.567629341173124
Laat ,5,105.4,141.0,laat,25.26048615415301
monsieur ,9,206.4,326.7,monsieur,17.567629341173124
Poirot ,7,132.1,174.1,poirot,17.567629341173124
alles ,6,117.9,117.9,alles,17.567629341173124
zien ,5,179.6,244.4,zien,17.567629341173124
wat ,4,100.0,122.0,wat,17.567629341173124
hij ,4,127.8,134.0,hij,17.567629341173124
wil. ,5,98.7,137.9,wil,17.567629341173124
Zijn ,5,129.7,145.5,zijn,25.26048615415301
de ,3,102.6,155.1,de,17.567629341173124
kamers ,7,162.7,219.9,kamers,17.567629341173124
op ,3,120.9,149.9,op,17.567629341173124
slot? ,6,95.8,144.5,slot,17.567629341173124
vroeg ,6,137.0,137.0,vroeg,17.567629341173124
Poirot. ,8,242.6,313.5,poirot,17.567629341173124
Dokter ,7,205.4,258.8,dokter,25.26048615415301
vond ,5,70.8,141.2,vond,17.567629341173124
dat ,4,262.6,294.9,dat,17.567629341173124
gewenst. ,9,155.7,213.3,gewenst,17.567629341173124
Poirot ,7,179.9,256.3,poirot,25.26048615415301
knikte ,7,205.1,372.9,knikte,17.567629341173124
nadenkend. ,11,210.0,376.9,nadenkend,17.567629341173124
Dan ,4,88.6,137.7,dan,25.26048615415301
is ,3,72.5,72.5,is,17.567629341173124
hij ,4,139.5,139.5,hij,17.567629341173124
wel ,4,155.4,205.8,wel,17.567629341173124
zeker ,6,96.1,229.3,zeker,17.567629341173124
van ,4,120.1,161.9,van,17.567629341173124
zijn ,5,140.1,243.7,zijn,17.567629341173124
zaak! ,6,124.7,235.5,zaak,17.567629341173124
"Enfin, ",7,205.9,248.1,enfin,25.26048615415301
dat ,4,34.8,34.8,dat,17.567629341173124
maakt ,6,218.7,218.7,maakt,17.567629341173124
het ,4,187.7,212.3,het,17.567629341173124
voor ,5,130.0,180.0,voor,17.567629341173124
ons ,4,80.6,80.6,ons,17.5705969346105
gemakkelijker. ,15,238.5,342.6,gemakkelijker,17.567629341173124
We ,3,87.5,121.7,we,25.26048615415301
gingen ,7,156.4,222.0,gingen,17.567629341173124
samen ,6,106.0,154.4,samen,17.567629341173124
naar ,5,65.5,65.5,naar,17.567629341173124
"boven, ",7,150.9,150.9,boven,17.567629341173124
naar ,5,135.8,178.2,naar,17.567629341173124
de ,3,56.1,56.1,de,17.567629341173124
kamer ,6,149.3,149.3,kamer,17.567629341173124
waar ,5,101.9,119.6,waar,17.567629341173124
het ,4,63.7,63.7,het,17.567629341173124
drama ,6,152.0,152.0,drama,17.567629341173124
zich ,5,98.1,98.1,zich,17.567629341173124
had ,4,76.4,76.4,had,17.567629341173124
afgespeeld. ,12,138.8,138.8,afgespeeld,17.567629341173124
Poirot ,7,206.8,248.6,poirot,25.26048615415301
deed ,5,93.2,93.2,deed,17.567629341173124
de ,3,82.9,82.9,de,17.567629341173124
deur ,5,67.1,67.1,deur,17.567629341173124
van ,4,117.5,117.5,van,17.567629341173124
binnen ,7,174.0,235.3,binnen,17.567629341173124
op ,3,0.0,0.0,op,17.567629341173124
slot ,5,103.2,114.1,slot,17.567629341173124
en ,3,67.8,67.8,en,17.567629341173124
onderwierp ,11,160.2,414.6,onderwierp,17.567629341173124
het ,4,71.9,71.9,het,17.567629341173124
vertrek ,8,225.7,333.1,vertrek,17.567629341173124
aan ,4,71.8,89.3,aan,17.567629341173124
een ,4,9.1,9.1,een,17.567629341173124
uitvoerig ,10,182.7,382.7,uitvoerig,17.567629341173124
onderzoek. ,11,180.4,233.8,onderzoek,17.567629341173124
Hij ,4,97.1,97.1,hij,25.26048615415301
deed ,5,192.3,213.2,deed,17.567629341173124
mij ,4,117.0,129.3,mij,17.567629341173124
denken ,7,138.5,247.2,denken,17.567629341173124
aan ,4,118.5,118.5,aan,17.567629341173124
een ,4,82.8,82.8,een,17.567629341173124
"mus, ",5,173.2,173.2,mus,17.5705969346105
zoals ,6,148.6,206.4,zoals,17.567629341173124
hij ,4,123.9,161.9,hij,17.567629341173124
door ,5,137.0,166.9,door,17.567629341173124
de ,3,47.4,47.4,de,17.567629341173124
kamer ,6,65.2,65.2,kamer,17.567629341173124
van ,4,114.4,162.3,van,17.567629341173124
het ,4,138.7,175.8,het,17.567629341173124
ene ,4,131.3,149.7,ene,17.567629341173124
voorwerp ,9,129.4,129.4,voorwerp,17.567629341173124
naar ,5,77.4,106.7,naar,17.567629341173124
het ,4,104.4,104.4,het,17.567629341173124
andere. ,8,124.5,124.5,andere,17.567629341173124
Ik ,3,39.3,39.3,ik,25.26048615415301
bleef ,6,207.4,279.5,bleef,17.567629341173124
bij ,4,90.3,90.3,bij,17.567629341173124
de ,3,100.4,118.5,de,17.567629341173124
deur ,5,183.9,183.9,deur,17.567629341173124
"staan, ",7,96.4,141.2,staan,17.567629341173124
uit ,4,115.7,124.0,uit,17.567629341173124
angst ,6,240.8,279.1,angst,17.567629341173124
eventuele ,10,154.3,433.3,eventuele,17.567629341173124
sporen ,7,131.8,169.1,sporen,17.567629341173124
uit ,4,47.4,47.4,uit,17.567629341173124
te ,3,82.5,133.9,te,17.567629341173124
Poirot ,7,226.5,266.2,poirot,17.567629341173124
leek ,5,184.3,240.3,leek,17.567629341173124
mij ,4,67.3,83.8,mij,17.567629341173124
hiervoor ,9,287.1,532.0,hiervoor,17.567629341173124
niet ,5,184.6,298.4,niet,17.567629341173124
eens ,5,118.4,154.4,eens,17.567629341173124
zo ,3,9.3,9.3,zo,17.567629341173124
dankbaar ,9,259.1,413.8,dankbaar,17.567629341173124
te ,3,12.0,12.0,te,17.567629341173124
zijn. ,6,101.7,133.0,zijn,17.567629341173124
Wat ,4,45.7,71.1,wat,25.26048615415301
is ,3,94.1,132.1,is,17.567629341173124
er ,3,109.0,109.0,er,17.567629341173124
met ,4,110.4,110.4,met,17.567629341173124
jou ,4,55.4,55.4,jou,17.573558436298875
aan ,4,107.3,107.3,aan,17.567629341173124
de ,3,40.6,40.6,de,17.567629341173124
"hand, ",6,99.6,99.6,hand,17.567629341173124
beste ,6,164.3,170.6,beste,17.567629341173124
vriend? ,8,99.2,122.0,vriend,17.567629341173124
riep ,5,122.1,122.1,riep,17.567629341173124
hij ,4,175.9,175.9,hij,17.567629341173124
uit. ,5,12.4,24.0,uit,17.567629341173124
Je ,3,22.0,22.0,je,25.26048615415301
staat ,6,210.9,210.9,staat,17.567629341173124
daar ,5,143.1,154.1,daar,17.567629341173124
te ,3,53.9,53.9,te,17.567629341173124
kijken ,7,131.9,131.9,kijken,17.567629341173124
"als, ",5,55.0,70.6,als,17.567629341173124
hoe ,4,98.0,113.3,hoe,17.567629341173124
zeggen ,7,221.4,331.4,zeggen,17.567629341173124
jullie ,7,167.1,188.6,jullie,17.567629341173124
dat? ,5,50.2,92.6,dat,17.567629341173124
o ,2,54.6,54.6,o,25.26048615415301
"ja, ",4,121.5,121.5,ja,17.567629341173124
alsof ,6,122.6,129.8,alsof,17.567629341173124
je ,3,91.5,150.5,je,17.567629341173124
geen ,5,125.2,271.7,geen,17.567629341173124
tien ,5,88.0,99.1,tien,17.567629341173124
kunt ,5,204.4,317.0,kunt,17.567629341173124
tellen? ,8,199.1,308.1,tellen,17.567629341173124
Ik ,3,14.3,14.3,ik,25.26048615415301
legde ,6,208.5,299.3,legde,17.567629341173124
uit ,4,150.5,159.0,uit,17.567629341173124
dat ,4,99.3,99.3,dat,17.567629341173124
ik ,3,75.3,75.3,ik,17.567629341173124
bang ,5,102.5,121.5,bang,17.567629341173124
was ,4,34.2,34.2,was,17.567629341173124
eventuele ,10,206.0,253.1,eventuele,17.567629341173124
voetsporen ,11,175.5,267.0,voetsporen,17.567629341173124
uit ,4,51.7,55.4,uit,17.567629341173124
te ,3,154.0,154.0,te,17.567629341173124
wissen. ,8,184.8,211.0,wissen,17.567629341173124
Voetsporen? ,12,158.4,258.2,voetsporen,25.26048615415301
Wat ,4,74.7,74.7,wat,25.26048615415301
een ,4,81.7,81.7,een,17.567629341173124
snugger ,8,169.9,200.9,snugger,17.567629341173124
idee! ,6,77.7,77.7,idee,17.567629341173124
Er ,3,129.0,180.0,er,25.26048615415301
is ,3,96.9,96.9,is,17.567629341173124
al ,3,152.7,247.9,al,17.567629341173124
zowat ,6,164.0,277.6,zowat,17.567629341173124
een ,4,72.3,72.3,een,17.567629341173124
heel ,5,190.5,274.5,heel,17.567629341173124
leger ,6,104.2,186.7,leger,17.567629341173124
in ,3,110.5,131.5,in,17.567629341173124
de ,3,49.7,66.1,de,17.567629341173124
kamer ,6,10.8,10.8,kamer,17.567629341173124
geweest! ,9,165.1,173.4,geweest,17.567629341173124
Wat ,4,113.6,151.1,wat,25.26048615415301
voor ,5,81.6,96.2,voor,17.567629341173124
voetsporen ,11,155.4,199.3,voetsporen,17.567629341173124
dacht ,6,127.9,127.9,dacht,17.567629341173124
je ,3,85.0,85.0,je,17.567629341173124
hier ,5,126.2,136.2,hier,17.567629341173124
nog ,4,102.5,102.5,nog,17.567629341173124
te ,3,43.9,43.9,te,17.567629341173124
vinden? ,8,151.1,190.5,vinden,17.567629341173124
"Nee, ",5,82.3,82.3,nee,25.26048615415301
kom ,4,123.8,123.8,kom,17.567629341173124
me ,3,176.2,176.2,me,17.567629341173124
maar ,5,96.7,175.3,maar,17.567629341173124
helpen ,7,47.5,63.6,helpen,17.567629341173124
zoeken. ,8,188.0,266.7,zoeken,17.567629341173124
Ik ,3,64.5,92.9,ik,25.26048615415301
zal ,4,135.9,167.2,zal,17.567629341173124
mijn ,5,156.6,255.0,mijn,17.567629341173124
tas ,4,122.8,122.8,tas,17.567629341173124
maar ,5,178.3,231.7,maar,17.567629341173124
even ,5,119.0,127.1,even,17.567629341173124
neerzetten ,11,217.8,275.9,neerzetten,17.567629341173124
tot ,4,76.2,76.2,tot,17.567629341173124
ik ,3,83.3,134.2,ik,17.567629341173124
hem ,4,165.5,179.3,hem,17.567629341173124
weer ,5,137.0,174.8,weer,17.567629341173124
nodig ,6,189.1,218.5,nodig,17.567629341173124
heb. ,5,125.1,196.6,heb,17.567629341173124
Hij ,4,106.5,123.1,hij,25.26048615415301
zette ,6,181.0,229.9,zette,17.567629341173124
hem ,4,77.4,102.3,hem,17.567629341173124
op ,3,133.0,136.0,op,17.567629341173124
het ,4,71.9,91.8,het,17.567629341173124
ronde ,6,143.2,143.2,ronde,17.567629341173124
tafeltje ,9,164.5,200.9,tafeltje,17.567629341173124
bij ,4,69.5,96.6,bij,17.567629341173124
het ,4,144.2,154.8,het,17.567629341173124
"raam, ",6,116.3,131.4,raam,17.567629341173124
maar ,5,115.9,115.9,maar,17.567629341173124
dat ,4,169.5,169.5,dat,17.567629341173124
bleek ,6,125.3,182.5,bleek,17.567629341173124
niet ,5,174.7,174.7,niet,17.567629341173124
zo ,3,106.7,106.7,zo,17.573558436298875
"verstandig, ",12,134.5,177.6,verstandig,17.567629341173124
want ,5,88.7,100.5,want,17.567629341173124
het ,4,153.2,153.2,het,17.567629341173124
blad ,5,130.9,179.3,blad,17.567629341173124
lag ,4,158.0,170.2,lag,17.567629341173124
los ,4,151.9,161.3,los,17.567629341173124
en ,3,81.9,99.3,en,17.567629341173124
"wipte, ",7,168.4,233.0,wipte,17.567629341173124
en ,3,74.4,74.4,en,17.567629341173124
de ,3,152.3,152.3,de,17.567629341173124
tas ,4,135.4,150.3,tas,17.567629341173124
viel ,5,182.4,223.8,viel,17.567629341173124
met ,4,43.2,43.2,met,17.567629341173124
een ,4,70.4,70.4,een,17.567629341173124
klap ,5,102.0,102.0,klap,17.567629341173124
op ,3,101.9,101.9,op,17.567629341173124
de ,3,92.2,92.2,de,17.567629341173124
grond. ,7,101.7,115.3,grond,17.567629341173124
Et ,3,57.5,74.0,et,25.26048615415301
voila ,6,228.6,455.6,voila,17.567629341173124
une ,4,130.5,256.0,une,17.567629341173124
riep ,5,152.6,212.5,riep,17.567629341173124
Poirot. ,8,208.6,208.6,poirot,17.567629341173124
Beste ,6,134.2,201.4,beste,25.26048615415301
"vriend, ",8,154.2,197.0,vriend,17.567629341173124
een ,4,113.2,113.2,een,17.567629341173124
groot ,6,212.2,247.6,groot,17.567629341173124
huis ,5,119.7,146.1,huis,17.567629341173124
en ,3,22.0,22.0,en,17.567629341173124
comfort ,8,191.8,258.2,comfort,17.5705969346105
hoeven ,7,143.1,220.8,hoeven,17.567629341173124
niet ,5,102.2,128.0,niet,17.567629341173124
altijd ,7,158.1,170.9,altijd,17.567629341173124
samen ,6,102.2,102.2,samen,17.567629341173124
te ,3,71.0,71.0,te,17.567629341173124
gaan. ,6,76.9,76.9,gaan,17.567629341173124
Na ,3,53.9,53.9,na,25.26048615415301
deze ,5,148.1,219.4,deze,17.567629341173124
bespiegeling ,13,196.9,284.6,bespiegeling,17.567629341173124
hervatte ,9,219.6,269.2,hervatte,17.567629341173124
hij ,4,62.9,62.9,hij,17.567629341173124
zijn ,5,180.0,233.6,zijn,17.567629341173124
onderzoek. ,11,127.2,226.0,onderzoek,17.567629341173124
Hij ,4,172.9,172.9,hij,25.26048615415301
besteedde ,10,190.0,276.9,besteedde,17.567629341173124
zijn ,5,114.3,114.3,zijn,17.567629341173124
aandacht ,9,144.4,191.5,aandacht,17.567629341173124
een ,4,64.8,64.8,een,17.567629341173124
poosje ,7,152.4,168.3,poosje,17.567629341173124
aan ,4,32.0,32.0,aan,17.567629341173124
een ,4,86.7,86.7,een,17.567629341173124
paars ,6,164.2,260.1,paars,17.567629341173124
koffertje ,10,199.7,291.3,koffertje,17.567629341173124
met ,4,67.4,85.4,met,17.567629341173124
een ,4,87.6,87.6,een,17.567629341173124
sleuteltje ,11,190.7,264.1,sleuteltje,17.567629341173124
in ,3,48.5,85.3,in,17.567629341173124
het ,4,147.9,147.9,het,17.567629341173124
"slot, ",6,168.3,198.3,slot,17.567629341173124
dat ,4,40.2,40.2,dat,17.567629341173124
op ,3,137.9,137.9,op,17.567629341173124
het ,4,140.9,156.9,het,17.567629341173124
bureau ,7,173.2,173.2,bureau,17.567629341173124
stond. ,7,138.4,138.4,stond,17.567629341173124
Hij ,4,39.9,83.6,hij,25.26048615415301
nam ,4,171.4,171.4,nam,17.567629341173124
het ,4,90.5,111.1,het,17.567629341173124
sleuteltje ,11,189.0,232.4,sleuteltje,17.567629341173124
eruit ,6,159.0,212.4,eruit,17.567629341173124
en ,3,34.9,53.9,en,17.567629341173124
gaf ,4,142.1,142.1,gaf,17.567629341173124
het ,4,135.0,144.6,het,17.567629341173124
aan ,4,24.2,24.2,aan,17.567629341173124
mij ,4,72.0,82.4,mij,17.567629341173124
om ,3,205.9,219.5,om,17.567629341173124
het ,4,27.1,48.0,het,17.567629341173124
te ,3,51.0,119.0,te,17.567629341173124
onderzoeken. ,13,165.1,238.4,onderzoeken,17.567629341173124
Ik ,3,38.8,38.8,ik,25.26048615415301
zag ,4,148.8,151.8,zag,17.567629341173124
er ,3,81.6,81.6,er,17.567629341173124
echter ,7,186.8,200.8,echter,17.567629341173124
niets ,6,111.5,152.2,niets,17.567629341173124
bijzonders ,11,179.7,201.8,bijzonders,17.567629341173124
was ,4,95.4,123.5,was,25.26048615415301
een ,4,33.7,76.2,een,17.567629341173124
gewone ,7,190.8,261.6,gewone,17.567629341173124
yalesleutel ,12,191.3,591.1,yalesleutel,17.567629341173124
met ,4,115.1,138.6,met,17.567629341173124
bovenaan ,9,275.3,313.1,bovenaan,17.567629341173124
een ,4,19.6,19.6,een,17.567629341173124
stukje ,7,179.5,306.8,stukje,17.567629341173124
verwrongen ,11,254.8,322.2,verwrongen,17.567629341173124
ijzerdraad ,11,232.7,422.8,ijzerdraad,17.567629341173124
erdoor. ,8,141.1,253.8,erdoor,17.567629341173124
Vervolgens ,11,215.4,471.5,vervolgens,25.26048615415301
onderzocht ,11,220.7,368.8,onderzocht,17.567629341173124
hij ,4,74.9,74.9,hij,17.567629341173124
het ,4,140.7,176.8,het,17.567629341173124
kozijn ,7,247.3,272.3,kozijn,17.567629341173124
van ,4,50.8,50.8,van,17.567629341173124
de ,3,106.4,106.4,de,17.567629341173124
deur ,5,109.4,109.4,deur,17.567629341173124
die ,4,122.8,122.8,die,17.567629341173124
wij ,4,146.7,146.7,wij,17.567629341173124
geforceerd ,11,239.2,264.2,geforceerd,17.567629341173124
hadden ,7,164.2,239.2,hadden,17.567629341173124
om ,3,67.6,67.6,om,17.567629341173124
zich ,5,109.5,149.5,zich,17.567629341173124
ervan ,6,164.2,182.5,ervan,17.567629341173124
te ,3,59.4,59.4,te,17.567629341173124
overtuigen ,11,109.3,195.4,overtuigen,17.567629341173124
dat ,4,62.7,62.7,dat,17.567629341173124
deze ,5,155.9,181.6,deze,17.576513871196795
ook ,4,109.6,127.5,ook,17.567629341173124
inderdaad ,10,179.4,212.7,inderdaad,17.567629341173124
op ,3,0.0,0.0,op,17.567629341173124
de ,3,82.7,82.7,de,17.567629341173124
grendel ,8,219.2,240.2,grendel,17.567629341173124
had ,4,79.2,81.9,had,17.567629341173124
gezeten. ,9,323.6,382.3,gezeten,17.567629341173124
Toen ,5,135.4,135.4,toen,25.26048615415301
liep ,5,180.9,195.1,liep,17.567629341173124
hij ,4,171.5,225.7,hij,17.567629341173124
naar ,5,107.0,131.1,naar,17.567629341173124
de ,3,32.9,32.9,de,17.567629341173124
deur ,5,132.1,154.3,deur,17.567629341173124
"ertegenover, ",13,183.1,297.6,ertegenover,17.567629341173124
die ,4,76.6,162.5,die,17.567629341173124
toegang ,8,212.0,388.8,toegang,17.567629341173124
gaf ,4,89.9,89.9,gaf,17.567629341173124
tot ,4,73.7,73.7,tot,17.567629341173124
kamer. ,7,97.7,97.7,kamer,17.567629341173124
Die ,4,109.5,109.5,die,25.26048615415301
deur ,5,106.2,113.3,deur,17.567629341173124
was ,4,120.3,133.7,was,17.567629341173124
ook ,4,101.2,134.7,ook,17.567629341173124
zoals ,6,175.7,235.2,zoals,17.567629341173124
ik ,3,51.3,51.3,ik,17.567629341173124
had ,4,105.9,187.4,had,17.567629341173124
gezegd. ,8,147.0,167.3,gezegd,17.567629341173124
Toch ,5,152.1,199.7,toch,25.26048615415301
begon ,6,130.9,240.4,begon,17.567629341173124
hij ,4,122.7,186.6,hij,17.567629341173124
omstandig ,10,209.9,418.6,omstandig,17.567629341173124
de ,3,61.0,61.0,de,17.567629341173124
grendel ,8,194.4,279.9,grendel,17.567629341173124
eraf ,5,98.9,124.3,eraf,17.567629341173124
te ,3,103.7,103.7,te,17.567629341173124
schuiven ,9,168.3,205.7,schuiven,17.567629341173124
en ,3,42.4,70.5,en,17.567629341173124
de ,3,80.1,103.3,de,17.567629341173124
deur ,5,144.0,144.0,deur,17.567629341173124
verscheidene ,13,197.0,277.6,verscheidene,17.567629341173124
keren ,6,191.6,213.0,keren,17.567629341173124
open ,5,143.6,179.5,open,17.567629341173124
en ,3,52.0,78.1,en,17.567629341173124
dicht ,6,165.0,165.0,dicht,17.567629341173124
te ,3,57.7,57.7,te,17.567629341173124
doen; ,6,111.8,111.8,doen,17.567629341173124
dit ,4,106.9,106.9,dit,17.567629341173124
deed ,5,194.1,243.1,deed,17.567629341173124
hij ,4,70.6,70.6,hij,17.567629341173124
uiterst ,8,177.0,208.5,uiterst,17.567629341173124
voorzichtig ,12,234.3,301.4,voorzichtig,17.567629341173124
om ,3,39.7,58.8,om,17.567629341173124
geen ,5,211.9,241.6,geen,17.567629341173124
geluid ,7,149.6,193.3,geluid,17.567629341173124
te ,3,0.0,0.0,te,17.567629341173124
maken. ,7,137.2,137.2,maken,17.567629341173124
Plotseling ,11,227.6,288.6,plotseling,25.26048615415301
scheen ,7,122.8,153.5,scheen,17.567629341173124
iets ,5,144.1,189.4,iets,17.567629341173124
aan ,4,72.7,84.3,aan,17.567629341173124
de ,3,154.9,154.9,de,17.567629341173124
grendel ,8,183.3,183.3,grendel,17.567629341173124
zelf ,5,118.6,118.6,zelf,17.567629341173124
zijn ,5,147.3,193.5,zijn,17.567629341173124
aandacht ,9,147.0,147.0,aandacht,17.567629341173124
te ,3,120.7,120.7,te,17.567629341173124
trekken. ,9,107.9,107.9,trekken,17.567629341173124
Hij ,4,84.1,84.1,hij,25.26048615415301
onderzocht ,11,203.2,268.3,onderzocht,17.567629341173124
het ,4,71.5,71.5,het,17.567629341173124
heel ,5,83.2,94.2,heel,17.567629341173124
"zorgvuldig, ",12,212.7,212.7,zorgvuldig,17.567629341173124
greep ,6,186.0,186.0,greep,17.567629341173124
vervolgens ,11,196.3,216.9,vervolgens,17.567629341173124
met ,4,83.4,110.9,met,17.567629341173124
een ,4,106.7,115.1,een,17.567629341173124
snelle ,7,157.4,157.4,snelle,17.567629341173124
beweging ,9,236.7,397.0,beweging,17.567629341173124
een ,4,34.4,34.4,een,17.567629341173124
uit ,4,81.2,81.2,uit,17.567629341173124
zijn ,5,123.8,138.6,zijn,17.567629341173124
"tas, ",5,83.9,83.9,tas,17.567629341173124
pakte ,6,178.6,207.6,pakte,17.567629341173124
daarmee ,8,197.8,297.3,daarmee,17.567629341173124
iets ,5,111.7,146.0,iets,17.567629341173124
heel ,5,158.2,229.0,heel,17.567629341173124
kleins ,7,114.3,114.3,kleins,17.567629341173124
en ,3,17.9,17.9,en,17.567629341173124
deed ,5,179.2,220.9,deed,17.567629341173124
dat ,4,77.7,97.5,dat,17.567629341173124
behoedzaam ,11,192.8,321.0,behoedzaam,17.567629341173124
in ,3,20.5,28.1,in,17.567629341173124
een ,4,59.5,61.9,een,17.567629341173124
dat ,4,45.6,61.7,dat,17.567629341173124
hij ,4,18.1,18.1,hij,17.567629341173124
