word,wlen,firsttime,totaltime,word,surprisal
Zegt ,5,156.875,156.875,zegt,25.26048615415301
u ,2,0.0,0.0,u,17.567629341173124
mij ,4,106.125,106.125,mij,17.567629341173124
"eens, ",6,159.5,195.875,eens,17.567629341173124
komt ,5,67.25,86.625,komt,17.567629341173124
het ,4,158.625,222.875,het,17.567629341173124
handschrift ,12,171.625,296.0,handschrift,17.567629341173124
u ,2,0.0,0.0,u,17.567629341173124
niet ,5,164.125,217.75,niet,17.567629341173124
ergens ,7,211.5,230.75,ergens,17.567629341173124
bekend ,7,143.625,143.625,bekend,17.567629341173124
voor? ,6,65.25,65.25,voor,17.567629341173124
Vindt ,6,135.5,135.5,vindt,25.26048615415301
u ,2,75.375,75.375,u,17.567629341173124
niet ,5,197.25,227.25,niet,17.567629341173124
dat ,4,12.5,12.5,dat,17.567629341173124
het ,4,46.375,46.375,het,17.567629341173124
een ,4,175.5,239.625,een,17.567629341173124
uitgesproken ,13,132.5,403.75,uitgesproken,17.57946326410972
gelijkenis ,11,215.875,367.125,gelijkenis,17.567629341173124
vertoont ,9,119.5,148.875,vertoont,17.567629341173124
met ,4,135.25,135.25,met,17.567629341173124
uw ,3,52.875,52.875,uw,17.567629341173124
eigen ,6,158.375,227.625,eigen,17.567629341173124
slordig ,8,153.25,283.375,slordig,17.567629341173124
verdraaid? ,11,366.0,607.25,verdraaid,17.567629341173124
"Nee, ",5,79.875,79.875,nee,25.26048615415301
ik ,3,174.875,174.875,ik,17.567629341173124
vind ,5,133.875,149.0,vind,17.567629341173124
van ,4,128.125,128.125,van,17.567629341173124
niet. ,6,27.875,27.875,niet,17.567629341173124
Ik ,3,63.875,82.0,ik,25.26048615415301
geloof ,7,215.25,337.125,geloof,17.567629341173124
stellig ,8,263.875,343.75,stellig,17.567629341173124
dat ,4,92.375,92.375,dat,17.567629341173124
het ,4,162.0,195.0,het,17.567629341173124
uw ,3,132.625,132.625,uw,17.567629341173124
eigen ,6,74.25,107.5,eigen,17.567629341173124
handschrift ,12,190.875,300.5,handschrift,17.567629341173124
is! ,4,184.125,215.75,is,17.567629341173124
Nee. ,5,269.125,294.5,nee,25.26048615415301
Ik ,3,57.625,57.625,ik,25.26048615415301
geloof ,7,273.0,315.875,geloof,17.567629341173124
stellig ,8,145.875,145.875,stellig,17.567629341173124
dat ,4,42.375,58.625,dat,17.567629341173124
u ,2,111.0,111.0,u,17.567629341173124
uzelf ,6,212.25,372.875,uzelf,17.567629341173124
een ,4,26.125,26.125,een,17.567629341173124
alibi ,6,228.5,294.375,alibi,17.567629341173124
wilde ,6,134.75,134.75,wilde,17.567629341173124
verschaffen ,12,164.875,217.375,verschaffen,17.567629341173124
en ,3,84.75,84.75,en,17.567629341173124
toen ,5,140.625,140.625,toen,17.567629341173124
op ,3,42.625,42.625,op,17.567629341173124
het ,4,68.125,68.125,het,17.567629341173124
idee ,5,147.125,147.125,idee,17.567629341173124
kwam ,5,68.625,68.625,kwam,17.567629341173124
van ,4,120.0,139.75,van,17.5705969346105
een ,4,92.375,92.375,een,17.5705969346105
denkbeeldige ,13,216.5,468.0,denkbeeldige,17.567629341173124
en ,3,21.5,21.5,en,17.567629341173124
nogal ,6,163.5,243.0,nogal,17.567629341173124
ongeloofwaardige ,17,177.125,417.75,ongeloofwaardige,17.567629341173124
afspraak; ,10,233.25,233.25,afspraak,17.567629341173124
u ,2,51.75,51.75,u,17.567629341173124
hebt ,5,90.0,90.0,hebt,17.567629341173124
zelf ,5,159.75,159.75,zelf,17.567629341173124
dit ,4,53.75,53.75,dit,17.567629341173124
briefje ,8,196.5,196.5,briefje,17.567629341173124
geschreven ,11,184.25,184.25,geschreven,17.567629341173124
met ,4,26.0,26.0,met,17.567629341173124
het ,4,109.0,109.0,het,17.567629341173124
doel ,5,132.25,145.375,doel,17.567629341173124
uw ,3,51.5,74.75,uw,17.567629341173124
bewering ,9,189.25,427.25,bewering,17.567629341173124
te ,3,53.875,71.375,te,17.567629341173124
staven! ,8,218.125,443.0,staven,17.567629341173124
Nee. ,5,296.375,324.25,nee,25.26048615415301
Is ,3,137.0,137.0,is,25.26048615415301
het ,4,82.5,135.875,het,17.567629341173124
niet ,5,89.625,146.5,niet,17.567629341173124
een ,4,87.0,120.75,een,17.567629341173124
feit ,5,113.625,113.625,feit,17.5705969346105
dat ,4,108.25,155.375,dat,17.567629341173124
op ,3,48.375,79.125,op,17.567629341173124
het ,4,108.125,134.75,het,17.567629341173124
tijdstip ,9,163.875,205.5,tijdstip,17.567629341173124
waarop ,7,111.375,143.625,waarop,17.567629341173124
u ,2,69.5,69.5,u,17.567629341173124
beweert ,8,190.0,254.625,beweert,17.567629341173124
op ,3,62.5,88.0,op,17.567629341173124
een ,4,70.125,70.125,een,17.567629341173124
eenzame ,8,139.25,163.25,eenzame,17.567629341173124
en ,3,71.0,71.0,en,17.567629341173124
stille ,7,179.75,198.875,stille,17.567629341173124
plek ,5,67.625,91.125,plek,17.567629341173124
te ,3,30.875,30.875,te,17.567629341173124
hebben ,7,165.375,165.375,hebben,17.567629341173124
staan ,6,82.0,82.0,staan,17.567629341173124
"wachten, ",9,153.25,172.5,wachten,17.567629341173124
u ,2,15.0,15.0,u,17.567629341173124
in ,3,84.375,84.375,in,17.567629341173124
feite ,6,209.625,285.375,feite,17.567629341173124
in ,3,9.375,9.375,in,17.567629341173124
de ,3,62.5,87.375,de,17.567629341173124
apotheek ,9,242.625,278.125,apotheek,17.567629341173124
van ,4,23.125,23.125,van,17.567629341173124
Styles ,7,226.875,323.0,styles,17.567629341173124
St. ,4,48.125,48.125,st,17.567629341173124
Mary ,5,53.25,53.25,mary,25.26048615415301
"was, ",5,186.0,266.125,was,17.567629341173124
waar ,5,121.5,192.875,waar,17.567629341173124
u ,2,56.375,56.375,u,17.567629341173124
strychnine ,11,186.625,221.75,strychnine,17.567629341173124
kocht ,6,83.625,83.625,kocht,17.567629341173124
op ,3,110.875,134.625,op,17.567629341173124
naam ,5,57.625,57.625,naam,17.567629341173124
van ,4,169.25,169.25,van,17.567629341173124
Alfred ,7,152.75,193.875,alfred,17.567629341173124
"Nee, ",5,49.125,49.125,nee,25.26048615415301
dat ,4,142.375,169.875,dat,17.567629341173124
is ,3,62.875,62.875,is,17.567629341173124
een ,4,59.75,59.75,een,17.567629341173124
leugen. ,8,183.375,332.125,leugen,17.567629341173124
Ik ,3,28.25,28.25,ik,25.26048615415301
geloof ,7,232.5,341.875,geloof,17.567629341173124
stellig ,8,201.625,288.625,stellig,17.567629341173124
dat ,4,87.375,87.375,dat,17.567629341173124
"u, ",3,115.75,115.75,u,17.567629341173124
gekleed ,8,185.125,300.625,gekleed,17.567629341173124
in ,3,28.5,28.5,in,17.567629341173124
een ,4,127.25,127.25,een,17.567629341173124
pak ,4,125.75,125.75,pak,17.567629341173124
van ,4,66.75,94.125,van,17.567629341173124
de ,3,14.625,14.625,de,17.567629341173124
heer ,5,148.125,199.125,heer,17.567629341173124
en ,3,31.0,31.0,en,17.567629341173124
met ,4,206.625,246.75,met,17.567629341173124
een ,4,97.125,119.375,een,17.567629341173124
zwarte ,7,153.625,177.0,zwarte,17.567629341173124
baard ,6,70.125,70.125,baard,17.567629341173124
die ,4,96.375,112.375,die,17.567629341173124
zo ,3,90.875,90.875,zo,17.567629341173124
bijgeknipt ,11,207.375,225.75,bijgeknipt,17.567629341173124
was ,4,96.625,96.625,was,17.567629341173124
dat ,4,127.5,127.5,dat,17.567629341173124
deze ,5,135.0,179.125,deze,17.567629341173124
op ,3,34.25,34.25,op,17.567629341173124
die ,4,105.75,105.75,die,17.567629341173124
van ,4,119.25,119.25,van,17.567629341173124
hem ,4,0.0,0.0,hem,17.567629341173124
"leek, ",6,157.125,171.875,leek,17.567629341173124
daar ,5,158.25,173.375,daar,17.567629341173124
was ,4,79.25,79.25,was,17.567629341173124
en ,3,58.625,58.625,en,17.567629341173124
het ,4,105.75,133.5,het,17.567629341173124
register ,9,91.75,223.25,register,17.567629341173124
met ,4,0.0,0.0,met,17.567629341173124
zijn ,5,119.625,167.375,zijn,17.567629341173124
naam ,5,122.0,145.625,naam,17.567629341173124
tekende! ,9,155.5,199.625,tekende,17.567629341173124
Dat ,4,60.25,60.25,dat,25.26048615415301
is ,3,102.0,102.0,is,17.567629341173124
beslist ,8,185.75,228.25,beslist,17.567629341173124
niet ,5,129.5,129.5,niet,17.567629341173124
waar. ,6,102.375,155.75,waar,17.567629341173124
Dan ,4,83.125,83.125,dan,25.26048615415301
zal ,4,66.625,66.625,zal,17.567629341173124
ik ,3,78.0,95.375,ik,17.567629341173124
de ,3,11.625,11.625,de,17.567629341173124
opmerkelijke ,13,150.5,257.625,opmerkelijke,17.5705969346105
overeenkomst ,13,257.125,364.5,overeenkomst,17.567629341173124
van ,4,81.25,81.25,van,17.567629341173124
het ,4,62.375,67.5,het,17.567629341173124
handschrift ,12,177.5,217.625,handschrift,17.567629341173124
in ,3,21.75,21.75,in,17.567629341173124
het ,4,118.25,178.375,het,17.567629341173124
briefje ,8,162.625,228.25,briefje,17.567629341173124
en ,3,83.75,123.75,en,17.567629341173124
in ,3,51.25,59.375,in,17.567629341173124
het ,4,25.375,25.375,het,17.567629341173124
register ,9,161.5,312.375,register,17.567629341173124
met ,4,8.125,8.125,met,17.567629341173124
dat ,4,109.875,146.125,dat,17.567629341173124
van ,4,46.25,82.375,van,17.567629341173124
uzelf ,6,173.75,187.0,uzelf,17.567629341173124
aan ,4,63.25,63.25,aan,17.567629341173124
de ,3,115.375,115.375,de,17.567629341173124
jury ,5,180.75,180.75,jury,17.567629341173124
ter ,4,75.0,75.0,ter,17.567629341173124
overweging ,11,212.75,402.75,overweging,17.567629341173124
"geven, ",7,133.25,133.25,geven,17.567629341173124
zei ,4,101.375,147.25,zei,17.567629341173124
Philips ,8,193.875,372.75,philips,17.567629341173124
en ,3,9.25,9.25,en,17.567629341173124
ging ,5,80.625,100.375,ging,17.567629341173124
zitten ,7,193.0,351.75,zitten,17.567629341173124
met ,4,28.125,28.125,met,17.567629341173124
het ,4,94.25,135.25,het,17.567629341173124
gezicht ,8,153.0,232.625,gezicht,17.567629341173124
van ,4,110.5,110.5,van,17.567629341173124
iemand ,7,128.875,128.875,iemand,17.5705969346105
die ,4,43.5,43.5,die,17.567629341173124
zijn ,5,129.5,153.0,zijn,17.567629341173124
plicht ,7,157.625,185.75,plicht,17.567629341173124
gedaan ,7,111.375,111.375,gedaan,17.567629341173124
"heeft, ",7,131.375,166.875,heeft,17.567629341173124
maar ,5,121.625,202.5,maar,17.567629341173124
die ,4,100.625,139.375,die,17.567629341173124
desondanks ,11,206.125,388.25,desondanks,17.567629341173124
ontzet ,7,232.25,327.5,ontzet,17.567629341173124
was ,4,119.0,168.375,was,17.567629341173124
over ,5,132.625,310.0,over,17.567629341173124
zo'n ,5,159.25,279.625,zon,17.567629341173124
bewuste ,8,235.0,587.0,bewuste,17.567629341173124
meineed. ,9,167.875,555.125,meineed,17.567629341173124
Hierna ,7,189.875,326.875,hierna,25.26048615415301
werd ,5,192.375,212.75,werd,17.567629341173124
de ,3,51.25,51.25,de,17.567629341173124
zitting ,8,275.75,411.125,zitting,17.567629341173124
verdaagd ,9,179.75,197.375,verdaagd,17.567629341173124
tot ,4,108.75,108.75,tot,17.567629341173124
"maandag, ",9,207.625,314.25,maandag,17.567629341173124
want ,5,50.0,50.0,want,17.567629341173124
het ,4,225.0,248.25,het,17.567629341173124
was ,4,82.25,82.25,was,17.567629341173124
al ,3,137.875,137.875,al,17.567629341173124
laat ,5,153.125,153.125,laat,17.567629341173124
geworden. ,10,103.375,120.375,geworden,17.567629341173124
Ik ,3,47.5,47.5,ik,25.26048615415301
merkte ,7,179.125,209.0,merkte,17.567629341173124
dat ,4,136.875,136.875,dat,17.567629341173124
Poirot ,7,152.875,198.875,poirot,17.567629341173124
er ,3,31.25,31.25,er,17.567629341173124
volkomen ,9,216.5,260.75,volkomen,17.567629341173124
ontmoedigd ,11,168.5,507.25,ontmoedigd,17.567629341173124
uitzag. ,8,214.75,263.375,uitzag,17.567629341173124
Hij ,4,53.25,53.25,hij,25.26048615415301
had ,4,152.625,168.125,had,17.567629341173124
die ,4,158.5,190.25,die,17.567629341173124
kleine ,7,99.75,172.125,kleine,17.567629341173124
frons ,6,161.375,193.875,frons,17.567629341173124
tussen ,7,151.875,176.5,tussen,17.567629341173124
de ,3,83.0,83.0,de,17.567629341173124
ogen ,5,167.5,167.5,ogen,17.567629341173124
die ,4,53.125,53.125,die,17.567629341173124
ik ,3,118.625,145.125,ik,17.567629341173124
zo ,3,132.875,132.875,zo,17.567629341173124
goed ,5,186.625,277.375,goed,17.567629341173124
van ,4,26.625,26.625,van,17.567629341173124
hem ,4,87.375,97.0,hem,17.567629341173124
kende. ,7,124.5,275.875,kende,17.567629341173124
Wat ,4,60.375,60.375,wat,25.26048615415301
is ,3,122.875,161.375,is,17.567629341173124
"er, ",4,106.125,106.125,er,17.567629341173124
Poirot? ,8,104.75,104.75,poirot,17.567629341173124
informeerde ,12,204.125,299.125,informeerde,25.26048615415301
ik. ,4,42.875,42.875,ik,17.567629341173124
"Ach, ",5,115.5,131.625,ach,25.26048615415301
mon ,4,153.875,153.875,mon,17.567629341173124
"ami, ",5,144.75,157.875,ami,17.567629341173124
alles ,6,99.125,120.125,alles,17.567629341173124
loopt ,6,141.75,156.875,loopt,17.567629341173124
"verkeerd, ",10,173.875,225.625,verkeerd,17.567629341173124
helemaal ,9,187.375,352.125,helemaal,17.567629341173124
verkeerd. ,10,97.125,233.625,verkeerd,17.567629341173124
Ondanks ,8,144.5,179.5,ondanks,25.26048615415301
mezelf ,7,148.25,182.5,mezelf,17.567629341173124
was ,4,127.875,175.625,was,17.567629341173124
ik ,3,70.0,70.0,ik,17.567629341173124
blij ,5,164.5,164.5,blij,17.567629341173124
en ,3,95.5,95.5,en,17.567629341173124
opgelucht. ,11,149.25,215.375,opgelucht,17.567629341173124
Er ,3,0.0,0.0,er,25.26048615415301
bestond ,8,149.125,202.625,bestond,17.567629341173124
klaarblijkelijk ,16,215.75,414.875,klaarblijkelijk,17.567629341173124
grote ,6,202.125,263.25,grote,17.567629341173124
kans ,5,79.375,79.375,kans,17.567629341173124
dat ,4,113.0,113.0,dat,17.567629341173124
John ,5,124.625,124.625,john,17.567629341173124
zou ,4,115.375,115.375,zou,17.567629341173124
worden ,7,211.5,284.375,worden,17.567629341173124
vrijgesproken. ,15,204.875,270.75,vrijgesproken,17.567629341173124
Toen ,5,25.625,25.625,toen,25.26048615415301
we ,3,163.25,186.0,we,17.567629341173124
bij ,4,110.875,137.25,bij,17.567629341173124
het ,4,165.25,189.5,het,17.567629341173124
huis ,5,173.625,192.25,huis,17.567629341173124
"kwamen, ",8,109.875,175.25,kwamen,17.567629341173124
sloeg ,6,138.0,138.0,sloeg,17.567629341173124
mijn ,5,168.375,246.0,mijn,17.567629341173124
kleine ,7,83.0,108.0,kleine,17.567629341173124
vriend ,7,149.875,250.0,vriend,17.567629341173124
uitnodiging ,12,234.375,546.125,uitnodiging,17.567629341173124
voor ,5,63.375,63.375,voor,17.567629341173124
een ,4,90.75,90.75,een,17.567629341173124
kopje ,6,289.0,289.0,kopje,17.567629341173124
thee ,5,153.25,153.25,thee,17.567629341173124
af. ,4,80.75,80.75,af,17.567629341173124
"Nee, ",5,97.625,116.5,nee,25.26048615415301
dank ,5,229.0,240.125,dank,17.567629341173124
"u, ",3,118.5,141.75,u,17.567629341173124
madame. ,8,103.5,141.875,madame,17.567629341173124
Ik ,3,48.375,48.375,ik,25.26048615415301
ga ,3,144.625,144.625,ga,17.567629341173124
naar ,5,70.875,70.875,naar,17.567629341173124
mijn ,5,165.625,254.5,mijn,17.567629341173124
kamer. ,7,44.0,61.125,kamer,17.567629341173124
Ik ,3,50.375,50.375,ik,25.26048615415301
volgde ,7,236.0,250.375,volgde,17.567629341173124
hem. ,5,164.75,164.75,hem,17.567629341173124
Nog ,4,82.125,82.125,nog,25.26048615415301
steeds ,7,246.25,282.0,steeds,17.567629341173124
liep ,5,132.75,158.625,liep,17.567629341173124
hij ,4,150.25,168.25,hij,17.567629341173124
de ,3,14.25,14.25,de,17.567629341173124
kamer ,6,180.125,253.625,kamer,17.567629341173124
door ,5,103.5,142.25,door,17.567629341173124
naar ,5,77.125,77.125,naar,17.567629341173124
het ,4,18.75,18.75,het,17.567629341173124
bureau ,7,156.75,201.875,bureau,17.567629341173124
en ,3,90.375,90.375,en,17.567629341173124
nam ,4,71.25,71.25,nam,17.567629341173124
daar ,5,97.25,97.25,daar,17.567629341173124
een ,4,48.625,48.625,een,17.567629341173124
pak ,4,101.625,211.0,pak,17.567629341173124
kleine ,7,176.25,244.625,kleine,17.567629341173124
uit. ,5,81.75,81.75,uit,17.567629341173124
Toen ,5,104.125,104.125,toen,25.26048615415301
trok ,5,190.0,198.625,trok,17.567629341173124
hij ,4,99.5,99.5,hij,17.567629341173124
een ,4,72.5,72.5,een,17.567629341173124
stoel ,6,195.5,195.5,stoel,17.567629341173124
bij ,4,63.75,63.75,bij,17.567629341173124
de ,3,70.75,93.625,de,17.567629341173124
tafel ,6,110.75,110.75,tafel,17.567629341173124
en ,3,20.5,20.5,en,17.567629341173124
"begon, ",7,120.75,120.75,begon,17.567629341173124
tot ,4,39.125,39.125,tot,17.567629341173124
mijn ,5,136.875,136.875,mijn,17.567629341173124
stomme ,7,164.5,202.625,stomme,17.567629341173124
"verbazing, ",11,113.625,113.625,verbazing,17.567629341173124
vol ,4,62.0,62.0,vol,17.567629341173124
overgave ,9,156.25,205.25,overgave,17.567629341173124
kaartenhuizen ,14,200.375,492.25,kaartenhuizen,17.567629341173124
te ,3,63.75,63.75,te,17.567629341173124
bouwen! ,8,176.0,326.75,bouwen,17.567629341173124
Onwillekeurig ,14,194.875,313.625,onwillekeurig,25.26048615415301
zakte ,6,152.125,152.125,zakte,17.567629341173124
mijn ,5,65.125,110.25,mijn,17.567629341173124
mond ,5,198.125,213.75,mond,17.567629341173124
open ,5,35.375,35.375,open,17.567629341173124
van ,4,78.625,100.25,van,17.567629341173124
verbazing ,10,170.625,231.75,verbazing,17.567629341173124
en ,3,19.75,19.75,en,17.567629341173124
hij ,4,79.125,79.125,hij,17.567629341173124
zei ,4,41.125,41.125,zei,17.567629341173124
meteen: ,8,138.375,158.25,meteen,17.567629341173124
"Nee, ",5,122.375,122.375,nee,17.567629341173124
mon ,4,76.0,76.0,mon,17.567629341173124
"ami, ",5,54.75,54.75,ami,17.567629341173124
ik ,3,108.375,108.375,ik,17.567629341173124
ben ,4,111.75,151.375,ben,17.567629341173124
niet ,5,157.25,209.5,niet,17.567629341173124
kinds ,6,163.375,203.625,kinds,17.567629341173124
geworden! ,10,125.25,180.75,geworden,17.567629341173124
Dit ,4,79.875,79.875,dit,25.26048615415301
kalmeert ,9,234.25,234.25,kalmeert,17.567629341173124
mijn ,5,118.375,118.375,mijn,17.567629341173124
"zenuwen, ",9,140.75,192.375,zenuwen,17.567629341173124
dat ,4,42.625,42.625,dat,17.567629341173124
is ,3,154.0,154.0,is,17.567629341173124
alles. ,7,127.875,127.875,alles,17.567629341173124
Deze ,5,171.375,171.375,deze,25.26048615415301
bezigheid ,10,271.375,288.0,bezigheid,17.567629341173124
vereist ,8,120.375,249.5,vereist,17.567629341173124
een ,4,68.75,90.875,een,17.567629341173124
nauwkeurige ,12,214.0,334.0,nauwkeurige,17.567629341173124
en ,3,0.0,0.0,en,17.567629341173124
vaste ,6,220.625,256.625,vaste,17.567629341173124
hand. ,6,139.0,139.0,hand,17.567629341173124
En ,3,40.5,40.5,en,25.26048615415301
dat ,4,132.625,147.75,dat,17.567629341173124
gaat ,5,115.0,115.0,gaat,17.567629341173124
samen ,6,168.625,168.625,samen,17.567629341173124
met ,4,52.375,52.375,met,17.567629341173124
een ,4,74.125,74.125,een,17.567629341173124
scherp ,7,134.875,173.75,scherp,17.567629341173124
verstand. ,10,147.75,303.25,verstand,17.567629341173124
En ,3,37.75,37.75,en,25.26048615415301
ik ,3,60.75,60.75,ik,17.567629341173124
heb ,4,156.125,178.375,heb,17.567629341173124
dat ,4,37.875,37.875,dat,17.567629341173124
nooit ,6,119.0,223.5,nooit,17.567629341173124
meer ,5,108.875,141.875,meer,17.567629341173124
nodig ,6,159.25,235.0,nodig,17.567629341173124
gehad ,6,177.25,177.25,gehad,17.567629341173124
dan ,4,69.875,69.875,dan,17.567629341173124
nu! ,4,158.625,158.625,nu,17.567629341173124
Waar ,5,79.375,79.375,waar,25.26048615415301
zit ,4,191.875,191.875,zit,17.567629341173124
de ,3,48.625,48.625,de,17.567629341173124
moeilijkheid? ,14,156.5,401.75,moeilijkheid,17.567629341173124
vroeg ,6,157.75,212.25,vroeg,17.567629341173124
ik. ,4,191.625,191.625,ik,17.567629341173124
Met ,4,64.875,64.875,met,25.26048615415301
een ,4,64.75,64.75,een,17.567629341173124
flinke ,7,183.875,218.0,flinke,17.567629341173124
klap ,5,129.125,173.75,klap,17.567629341173124
op ,3,173.375,192.25,op,17.567629341173124
tafel ,6,142.5,159.125,tafel,17.567629341173124
liet ,5,118.375,118.375,liet,17.567629341173124
Poirot ,7,181.5,218.75,poirot,17.567629341173124
zijn ,5,45.375,45.375,zijn,17.567629341173124
zorgvuldig ,11,209.25,241.125,zorgvuldig,17.567629341173124
opgebouwde ,11,151.875,235.75,opgebouwde,17.567629341173124
huis ,5,57.375,109.0,huis,17.567629341173124
ineenstorten. ,14,211.125,265.75,ineenstorten,17.567629341173124
Die ,4,26.5,75.125,die,25.26048615415301
zit ,4,194.5,240.875,zit,17.567629341173124
"hierin, ",8,181.625,197.125,hierin,17.567629341173124
mon ,4,81.5,81.5,mon,17.567629341173124
ami! ,5,144.0,190.25,ami,17.567629341173124
Dat ,4,111.125,111.125,dat,25.26048615415301
ik ,3,83.625,83.625,ik,17.567629341173124
kaartenhuizen ,14,220.25,343.75,kaartenhuizen,17.567629341173124
kan ,4,98.875,98.875,kan,17.567629341173124
bouwen ,7,185.125,203.125,bouwen,17.567629341173124
van ,4,85.375,114.125,van,17.567629341173124
zeven ,6,146.25,206.875,zeven,17.567629341173124
verdiepingen ,13,182.125,210.125,verdiepingen,17.567629341173124
"hoog, ",6,126.625,126.625,hoog,17.567629341173124
maar ,5,89.25,89.25,maar,17.567629341173124
dat ,4,105.25,105.25,dat,17.567629341173124
ik ,3,88.5,121.375,ik,17.567629341173124
de ,3,68.75,68.75,de,17.567629341173124
laatste ,8,220.625,220.625,laatste,17.567629341173124
schakel ,8,179.5,207.25,schakel,17.567629341173124
waarover ,9,185.25,185.25,waarover,17.567629341173124
ik ,3,100.5,109.0,ik,17.567629341173124
je ,3,133.5,133.5,je,17.567629341173124
gesproken ,10,151.75,299.25,gesproken,17.567629341173124
heb ,4,11.0,24.5,heb,17.567629341173124
niet ,5,84.75,243.25,niet,17.567629341173124
klap ,5,187.875,263.0,klap,17.567629341173124
vinden ,7,226.625,431.875,vinden,17.567629341173124
-kan! ,6,325.125,458.25,kan,17.567629341173124
Ik ,3,111.25,144.625,ik,25.26048615415301
wist ,5,141.75,172.625,wist,17.567629341173124
niet ,5,67.875,134.125,niet,17.567629341173124
precies ,8,189.125,189.125,precies,17.567629341173124
wat ,4,51.375,51.375,wat,17.567629341173124
ik ,3,0.0,0.0,ik,17.567629341173124
daarop ,7,169.625,287.625,daarop,17.567629341173124
zeggen ,7,48.0,48.0,zeggen,17.567629341173124
"moest, ",7,59.75,59.75,moest,17.567629341173124
dus ,4,81.125,101.625,dus,17.567629341173124
hield ,6,134.875,134.875,hield,17.567629341173124
ik ,3,97.125,97.125,ik,17.567629341173124
mijn ,5,147.75,162.75,mijn,17.567629341173124
"mond, ",6,69.25,69.25,mond,17.567629341173124
en ,3,100.125,100.125,en,17.567629341173124
hij ,4,75.5,75.5,hij,17.567629341173124
begon ,6,155.25,228.625,begon,17.567629341173124
langzaam ,9,120.375,177.25,langzaam,17.567629341173124
de ,3,51.375,66.875,de,17.567629341173124
kaarten ,8,150.625,150.625,kaarten,17.567629341173124
weer ,5,127.125,127.125,weer,17.567629341173124
op ,3,65.625,65.625,op,17.567629341173124
te ,3,107.125,107.125,te,17.567629341173124
"bouwen, ",8,162.125,202.5,bouwen,17.567629341173124
terwijl ,8,262.75,367.875,terwijl,17.5705969346105
hij ,4,187.875,187.875,hij,17.567629341173124
ondertussen ,12,177.625,363.625,ondertussen,17.567629341173124
met ,4,75.125,75.125,met,17.567629341173124
horten ,7,95.125,135.375,horten,17.567629341173124
en ,3,25.625,25.625,en,17.567629341173124
stoten ,7,152.0,309.625,stoten,17.567629341173124
sprak. ,7,87.625,87.625,sprak,17.567629341173124
Zo ,3,45.25,45.25,zo,25.26048615415301
doe ,4,159.75,191.125,doe,17.567629341173124
je ,3,85.625,85.625,je,17.567629341173124
dat! ,5,140.875,140.875,dat,17.567629341173124
Door ,5,161.125,161.125,door,25.26048615415301
de ,3,95.75,95.75,de,17.567629341173124
...ene ,7,145.625,145.625,ene,17.567629341173124
kaart ,6,131.25,179.25,kaart,17.567629341173124
...op ,6,103.125,103.125,op,17.567629341173124
de ,3,85.75,85.75,de,17.567629341173124
ander ,6,206.625,261.5,ander,17.567629341173124
te ,3,40.0,40.0,te,17.567629341173124
plaatsen ,9,152.75,191.625,plaatsen,17.567629341173124
met ,4,78.125,78.125,met,17.567629341173124
wiskundige ,11,205.875,244.875,wiskundige,17.567629341173124
nauwkeurigheid! ,16,278.5,358.5,nauwkeurigheid,17.567629341173124
Ik ,3,64.125,64.125,ik,25.26048615415301
zag ,4,89.625,89.625,zag,17.567629341173124
het ,4,148.75,164.75,het,17.567629341173124
kaartenhuis ,12,206.125,301.75,kaartenhuis,17.567629341173124
onder ,6,161.0,161.0,onder,17.567629341173124
zijn ,5,62.625,62.625,zijn,17.567629341173124
handen ,7,197.125,241.75,handen,17.567629341173124
"groeien, ",9,99.25,188.0,groeien,17.567629341173124
de ,3,81.625,81.625,de,17.567629341173124
ene ,4,170.125,170.125,ene,17.567629341173124
verdieping ,11,144.75,253.875,verdieping,17.567629341173124
na ,3,24.125,24.125,na,17.567629341173124
de ,3,65.125,65.125,de,17.567629341173124
andere. ,8,178.625,206.75,andere,17.567629341173124
Geen ,5,43.75,58.0,geen,25.26048615415301
moment ,7,217.25,301.75,moment,17.567629341173124
weifelde ,9,212.875,232.875,weifelde,17.567629341173124
of ,3,128.5,128.5,of,17.567629341173124
aarzelde ,9,198.625,198.625,aarzelde,17.567629341173124
hij. ,5,78.625,98.0,hij,17.567629341173124
Het ,4,140.5,172.0,het,25.26048615415301
was ,4,126.0,126.0,was,17.567629341173124
gewoon ,7,126.5,196.5,gewoon,17.567629341173124
je ,3,85.5,85.5,je,17.567629341173124
reinste ,8,167.625,240.5,reinste,17.567629341173124
Wat ,4,29.875,29.875,wat,25.26048615415301
heb ,4,80.125,80.125,heb,17.567629341173124
je ,3,135.875,147.375,je,17.567629341173124
toch ,5,101.375,153.0,toch,17.567629341173124
een ,4,120.625,120.625,een,17.567629341173124
vaste ,6,157.125,157.125,vaste,17.57946326410972
"hand, ",6,109.25,109.25,hand,17.567629341173124
merkte ,7,229.875,229.875,merkte,17.567629341173124
ik ,3,29.875,29.875,ik,17.567629341173124
op. ,4,43.875,65.125,op,17.567629341173124
Ik ,3,93.5,117.75,ik,25.26048615415301
heb ,4,115.5,223.75,heb,17.567629341173124
je ,3,160.125,248.375,je,17.567629341173124
"hand, ",6,191.5,284.25,hand,17.567629341173124
geloof ,7,168.0,356.625,geloof,17.567629341173124
"ik, ",4,134.0,160.75,ik,17.567629341173124
maar ,5,105.75,208.875,maar,17.567629341173124
een ,4,129.375,195.25,een,17.567629341173124
