word,wlen,firsttime,totaltime,word,sent_id,sent_pos,word_length,surprisal,entropy,entry,probability
at ,3,104.77777777777777,118.33333333333333,at,4,4,2,5.852942661232922,0.7466278255356282,9.378595654957211,0.00287143704715021
the ,4,184.77777777777777,267.0,the,5,5,3,1.2990237136357712,0.7466278255356282,5.439171189527885,0.2727979920294516
news ,5,96.33333333333333,167.66666666666666,news,6,6,4,7.015375639108624,0.7466278255356282,8.130496259565017,0.0008979684363517236
of ,3,113.44444444444444,202.11111111111111,of,7,7,2,3.77726928333259,0.7466278255356282,6.356977374750306,0.022885098898746806
his ,4,149.55555555555554,221.44444444444446,his,8,8,3,4.3026972397476015,0.7466278255356282,6.480488728684162,0.013532010667497313
mother's ,9,126.88888888888889,269.77777777777777,mothers,9,9,7,7.736717226364888,0.7466278255356282,7.258295371326099,0.00043650216343892306
remarriage ,11,235.44444444444446,372.6666666666667,remarriage,10,10,10,11.54536776197533,0.7466278255356282,10.322916733756964,9.680783092374033e-06
and ,4,207.55555555555554,207.55555555555554,and,11,11,3,11.347177799297308,0.7466278255356282,11.347177799289733,1.1802752401860113e-05
smiled ,7,221.88888888888889,341.22222222222223,smiled,12,12,6,16.694031273608793,0.7466278255356282,7.898216133854422,5.6217863560241e-08
rather ,7,152.11111111111111,201.66666666666666,rather,13,13,6,11.363898304141653,0.7466278255356282,11.266110630853305,1.1607045144773015e-05
Rotten ,7,286.55555555555554,671.7777777777778,rotten,0,0,6,11.347177799297308,0.30000722633312155,562.2480449059623,1.1802752401860113e-05
little ,7,237.88888888888889,425.1111111111111,little,1,1,6,11.380343825269213,0.30000722633312155,11.155439854270561,1.1417722262274868e-05
bounder ,8,314.1111111111111,654.1111111111111,bounder,2,2,7,12.704933548063188,0.30000722633312155,7.231857809514862,3.0361097545001654e-06
too! ,5,209.77777777777777,397.1111111111111,too,3,3,3,11.347177799297308,0.30000722633312155,11.347177799289733,1.1802752401860113e-05
he ,3,88.33333333333333,101.0,he,4,4,2,5.93240170461284,0.30000722633312155,5.832170935552865,0.0026521047614942793
said ,5,181.55555555555554,283.55555555555554,said,5,5,4,1.9025774868824672,0.30000722633312155,5.123936776360428,0.14918360446695295
savagely. ,10,259.55555555555554,340.22222222222223,savagely,6,6,8,15.109869047037584,0.30000722633312155,3.987313810015392,2.740736291757173e-07
I ,2,38.55555555555556,38.55555555555556,i,0,0,1,-1.0618397718538803,-2.420945274817503,562.2480449059623,2.8916861412081296
can ,4,129.11111111111111,148.11111111111111,can,1,1,3,3.5559257274879794,-2.420945274817503,5.303104018226801,0.02855492859480898
tell ,5,212.77777777777777,289.22222222222223,tell,2,2,4,4.8425363005143796,-2.420945274817503,5.638242257470932,0.007887024797176343
"you, ",5,66.33333333333333,110.55555555555556,you,3,3,3,1.9269396487616492,-2.420945274817503,7.319555196684026,0.1455930833573613
"Hastings, ",10,222.66666666666666,683.3333333333334,hastings,4,4,8,14.578855350686275,-2.420945274817503,5.343279985881214,4.661047928756815e-07
it's ,5,205.11111111111111,376.22222222222223,its,5,5,3,11.36803510901917,-2.420945274817503,11.223720923056364,1.155912824357395e-05
making ,7,164.11111111111111,353.3333333333333,making,6,6,6,7.932439573461538,-2.420945274817503,7.1558431013877,0.00035890975731335084
life ,5,258.1111111111111,403.0,life,7,7,4,6.060329189882672,-2.420945274817503,6.848168128317945,0.0023336325528458012
jolly ,6,222.66666666666666,410.0,jolly,8,8,5,13.050739087587308,-2.420945274817503,5.683689174221696,2.148503321893065e-06
difficult ,10,300.3333333333333,479.8888888888889,difficult,9,9,9,11.380343825269213,-2.420945274817503,11.16001806029701,1.1417722262274868e-05
for ,4,144.88888888888889,163.11111111111111,for,10,10,3,2.729140336846167,-2.420945274817503,7.2958495446085925,0.06527538039448538
us. ,4,197.0,197.0,us,11,11,2,4.994099309556636,-2.420945274817503,5.980942642187526,0.006777823071028337
As ,3,58.44444444444444,97.22222222222223,as,0,0,2,0.048494548920259006,0.05291750528675699,562.2480449059623,0.9526625323311111
for ,4,240.33333333333334,365.8888888888889,for,1,1,3,6.940604275607291,0.05291750528675699,5.4696768494136,0.0009676846722082947
remember ,9,212.44444444444446,368.77777777777777,remember,2,2,8,15.762605351989343,0.05291750528675699,5.980942642187526,1.426880080635847e-07
No. ,4,158.88888888888889,531.5555555555555,no,0,0,2,0.4583879769076257,0.2898396849949889,562.2480449059623,0.632302109994908
"Oh, ",4,238.33333333333334,443.6666666666667,oh,0,0,2,4.082047821262164,0.3911796978866981,562.2480449059623,0.016872877612202023
I ,2,141.22222222222223,192.33333333333334,i,1,1,1,4.036271418629463,0.3911796978866981,10.42206398059129,0.017663208498450742
suppose ,8,198.77777777777777,334.77777777777777,suppose,2,2,7,7.212374792526029,0.3911796978866981,5.303104018226801,0.0007374038932154862
she ,4,102.22222222222223,117.55555555555556,she,3,3,3,11.388466264666636,0.3911796978866981,11.099972620147115,1.1325358124002964e-05
was ,4,202.77777777777777,335.1111111111111,was,4,4,3,2.3860982279489207,0.3911796978866981,5.404647571094592,0.09198790040226756
after ,6,185.88888888888889,404.0,after,5,5,5,8.341052001213146,0.3911796978866981,6.511084889382033,0.00023852128622166716
your ,5,186.55555555555554,272.1111111111111,your,6,6,4,6.733961105793605,0.3911796978866981,5.680957611480176,0.0011898106456842107
time. ,6,136.55555555555554,175.55555555555554,time,7,7,4,5.906996757880163,0.3911796978866981,7.199203850501182,0.0027203444847723173
She's ,6,215.66666666666666,311.44444444444446,shes,0,0,4,3.1661768836949666,0.23528444723287287,562.2480449059623,0.04216448990190227
the ,4,202.66666666666666,383.44444444444446,the,1,1,3,4.456650327799594,0.23528444723287287,8.933519694088927,0.011601158353446212
"factotum, ",10,238.33333333333334,965.3333333333334,factotum,2,2,8,17.42614110113652,0.23528444723287287,8.130496259565017,2.703479488558222e-08
"companion, ",11,215.88888888888889,600.8888888888889,companion,3,3,9,11.347177799297308,0.23528444723287287,11.347177799289733,1.1802752401860113e-05
Jack ,5,324.55555555555554,663.0,jack,4,4,4,11.451174673548497,0.23528444723287287,10.811116450416389,1.0636972292206746e-05
of ,3,95.22222222222223,172.11111111111111,of,5,5,2,5.718278676844899,0.23528444723287287,10.186526121592452,0.003285361206266168
all ,4,194.44444444444446,316.6666666666667,all,6,6,3,5.1025234580736685,0.23528444723287287,6.480488728684162,0.0060813810764092915
trades! ,8,218.0,540.5555555555555,trades,7,7,6,14.313084362958516,0.23528444723287287,5.832197205110845,6.080040079624205e-07
A ,2,76.22222222222223,99.44444444444444,a,0,0,1,-2.0006138317857234,-14.759811584249906,562.2480449059623,7.393593128774773
great ,6,193.66666666666666,512.5555555555555,great,1,1,5,5.067607674887246,-14.759811584249906,7.842737769283253,0.0062974677244522345
Not ,4,116.33333333333333,141.66666666666666,not,0,0,3,-0.5640509989082275,-0.584092399674255,562.2480449059623,1.7577788568865687
precisely ,10,213.55555555555554,600.1111111111111,precisely,1,1,9,14.724954014951935,-0.584092399674255,6.227521682274124,4.0274830842833687e-07
young ,6,126.33333333333333,176.77777777777777,young,2,2,5,11.424222268049599,-0.584092399674255,10.934700313298308,1.0927562747626376e-05
and ,4,110.33333333333333,163.77777777777777,and,3,3,3,3.0382924735138896,-0.584092399674255,7.156235466884885,0.047916638609497034
"beautiful, ",11,212.77777777777777,330.1111111111111,beautiful,4,4,9,8.736103931363688,-0.584092399674255,7.898216133854422,0.00016067868517853455
but ,4,88.88888888888889,133.44444444444446,but,5,5,3,11.800338215443816,-0.584092399674255,9.337453633612716,7.502020186864606e-06
as ,3,156.77777777777777,305.77777777777777,as,6,6,2,5.153065504907027,-0.584092399674255,5.682164346091351,0.005781653844803059
game ,5,124.22222222222223,161.77777777777777,game,7,7,4,15.216889923269989,-0.584092399674255,5.4696768494136,2.4625705113091443e-07
as ,3,156.88888888888889,203.22222222222223,as,6,8,2,4.643607921032747,-0.584092399674255,5.956946300581783,0.009622916199192323
they ,5,200.66666666666666,364.77777777777777,they,9,9,4,3.5610930695532765,-0.584092399674255,5.4696768494136,0.028407756083938755
make ,5,196.66666666666666,324.22222222222223,make,10,10,4,5.406383818380893,-0.584092399674255,5.345938592665237,0.004487839747066394
them. ,6,184.55555555555554,205.44444444444446,them,11,11,4,4.257654694722701,-0.584092399674255,5.509274868585672,0.014155462390472951
You ,4,105.55555555555556,125.66666666666667,you,0,0,3,-1.3108831517890438,-4.371792738139043,562.2480449059623,3.7094482719084376
were ,5,128.0,317.6666666666667,were,1,1,4,4.424014481736506,-4.371792738139043,5.343279985881214,0.011986017921596114
going ,6,202.33333333333334,430.1111111111111,going,2,2,5,3.8609327879238045,-4.371792738139043,6.819769327483118,0.02104835671022117
to ,3,87.0,110.11111111111111,to,3,3,2,0.6073550273774463,-4.371792738139043,3.583984580199643,0.5447899195332235
say......? ,11,139.0,287.3333333333333,say,4,4,3,5.33630342045568,-4.371792738139043,6.567673216488289,0.004813631835342038
"Oh, ",4,150.77777777777777,196.0,oh,0,0,2,4.082047821262164,0.09003915438579312,562.2480449059623,0.016872877612202023
this ,5,230.0,307.0,this,1,1,4,5.643473087020077,0.09003915438579312,10.42206398059129,0.003540550388231871
fellow! ,8,132.55555555555554,219.33333333333334,fellow,2,2,6,8.929711257418298,0.09003915438579312,6.101183027733924,0.00013239624744568188
He ,3,59.333333333333336,74.11111111111111,he,0,0,2,-0.5098509159872645,0.42963467278690176,562.2480449059623,1.6650429451576678
turned ,7,222.88888888888889,458.8888888888889,turned,1,1,6,6.811201771460429,0.42963467278690176,5.123936776360428,0.0011013685110666976
up ,3,28.88888888888889,28.88888888888889,up,2,2,2,4.2090421703457475,0.42963467278690176,8.158817769188735,0.014860595442422513
from ,5,218.77777777777777,336.77777777777777,from,3,3,4,4.224327671240891,0.42963467278690176,4.9043890175223135,0.014635171048987476
"nowhere, ",9,206.77777777777777,484.1111111111111,nowhere,4,4,7,14.979356750935029,0.42963467278690176,5.918252517048124,3.122827682993018e-07
on ,3,20.333333333333332,20.333333333333332,on,5,5,2,11.495753146804587,0.42963467278690176,10.440738754094298,1.0173206100435704e-05
the ,4,238.88888888888889,346.6666666666667,the,6,6,3,1.503316719867435,0.42963467278690176,5.30381036042305,0.22239132584375357
pretext ,8,245.66666666666666,516.3333333333334,pretext,7,7,7,10.44846005261883,0.42963467278690176,8.130496259565017,2.8992886458009393e-05
of ,3,73.22222222222223,73.22222222222223,of,8,8,2,4.795353045744538,0.42963467278690176,11.218069456701528,0.008268079302224968
being ,6,309.1111111111111,434.44444444444446,being,9,9,5,6.085547149762323,0.42963467278690176,6.480488728684162,0.0022755189339345987
a ,2,61.0,61.0,a,10,10,1,2.9798959950807515,0.42963467278690176,6.832564750755331,0.05079811684420618
second ,7,138.66666666666666,138.66666666666666,second,11,11,6,5.59599234871579,0.42963467278690176,7.842737769283253,0.0037127132006571635
cousin ,7,232.11111111111111,344.22222222222223,cousin,12,12,6,7.015814105450116,0.42963467278690176,6.846341441212097,0.00089757479372249
or ,3,67.11111111111111,67.11111111111111,or,13,13,2,11.451174673548497,0.42963467278690176,10.82677672346226,1.0636972292206746e-05
something ,10,211.66666666666666,635.3333333333334,something,14,14,9,5.295934911573743,0.42963467278690176,7.329772827711263,0.005011926476376642
of ,3,87.88888888888889,135.88888888888889,of,8,15,2,4.426839189980014,0.42963467278690176,6.503637554870041,0.011952208691052513
though ,7,324.55555555555554,562.2222222222222,though,16,16,6,16.691095608729714,0.42963467278690176,6.480488728684162,5.638314285147693e-08
she ,4,174.55555555555554,210.33333333333334,she,17,17,3,4.279226831403436,0.42963467278690176,6.8266321411543895,0.013853368936664414
didn't ,7,184.88888888888889,266.3333333333333,didnt,18,18,5,4.870909821348042,0.42963467278690176,5.404647571094592,0.007666387071291824
seem ,5,202.33333333333334,272.3333333333333,seem,19,19,4,5.26959752626364,0.42963467278690176,6.689709904194306,0.005145681157846145
particularly ,13,230.88888888888889,536.7777777777778,particularly,20,20,12,6.018792151011397,0.42963467278690176,8.253778991899152,0.002432606042022857
keen ,5,117.55555555555556,144.55555555555554,keen,21,21,4,11.994541762563657,0.42963467278690176,8.767760289970488,6.177840615242322e-06
to ,3,106.0,106.0,to,22,22,2,2.405869767837422,0.42963467278690176,10.339944515022085,0.0901870197177246
acknowledge ,12,162.11111111111111,567.3333333333334,acknowledge,23,23,11,8.398769887153057,0.42963467278690176,6.567673216488289,0.00022514410656506142
the ,4,106.55555555555556,163.44444444444446,the,6,24,3,3.0878988558441725,0.42963467278690176,10.720680907598117,0.045597661081749695
relationship. ,14,157.33333333333334,501.0,relationship,25,25,12,8.180612862285745,0.42963467278690176,8.130496259565017,0.00028003026753841575
The ,4,190.66666666666666,268.22222222222223,the,0,0,3,-3.0096188862025404,-60.69553905007037,562.2480449059623,20.279669590377047
fellow ,7,224.22222222222223,435.3333333333333,fellow,1,1,6,10.853459037861887,-60.69553905007037,8.130496259565017,1.9337602570301457e-05
is ,3,88.77777777777777,104.0,is,2,2,2,11.7593189161913,-60.69553905007037,9.682086744444959,7.816146371856514e-06
an ,3,153.66666666666666,213.88888888888889,an,3,3,2,3.983626205761109,-60.69553905007037,6.066336007337383,0.0186180040685311
absolute ,9,216.88888888888889,578.5555555555555,absolute,4,4,8,5.757516591932403,-60.69553905007037,6.918812406865484,0.0031589468194085347
"outsider, ",10,233.66666666666666,435.44444444444446,outsider,5,5,8,11.54536776197533,-60.69553905007037,10.421166520396698,9.680783092374033e-06
anyone ,7,278.77777777777777,313.8888888888889,anyone,6,6,6,11.363898304141653,-60.69553905007037,11.243449948949682,1.1607045144773015e-05
can ,4,132.55555555555554,164.66666666666666,can,7,7,3,4.225082825588263,-60.69553905007037,7.720242356736434,0.014624123407807428
see ,4,89.88888888888889,89.88888888888889,see,8,8,3,4.012234451199709,-60.69553905007037,5.638242257470932,0.018092922284317376
that. ,6,200.88888888888889,386.44444444444446,that,9,9,4,3.4278558721370542,-60.69553905007037,5.893629294991167,0.032456457014236634
He's ,5,167.22222222222223,205.55555555555554,hes,0,0,3,1.8580483520396873,0.6745246833844581,562.2480449059623,0.15597674520555338
got ,4,218.66666666666666,294.8888888888889,got,1,1,3,4.046076972854017,0.6745246833844581,7.715412339420612,0.017490857330048928
a ,2,39.666666666666664,39.666666666666664,a,2,2,1,2.228664248248755,0.6745246833844581,6.299190337790973,0.10767215739525646
great ,6,315.44444444444446,443.22222222222223,great,3,3,5,5.067607674887246,0.6745246833844581,7.842737769283253,0.0062974677244522345
black ,6,206.33333333333334,405.6666666666667,black,4,4,5,12.785123646334586,0.6745246833844581,7.384951027264801,2.802149809333721e-06
"beard, ",7,269.6666666666667,291.0,beard,5,5,5,12.739043528637202,0.6745246833844581,7.102113097141775,2.934294440518079e-06
and ,4,60.111111111111114,92.33333333333333,and,6,6,3,11.376257730592295,0.6745246833844581,11.162365459556192,1.146447160250384e-05
wears ,6,218.44444444444446,356.44444444444446,wears,7,7,5,10.813099324505812,0.6745246833844581,7.898216133854422,2.0134026277932027e-05
patent ,7,210.88888888888889,471.1111111111111,patent,8,8,6,11.428117373249712,0.6745246833844581,10.873276997180044,1.0885081529260654e-05
leather ,8,225.66666666666666,538.6666666666666,leather,9,9,7,11.400527546365476,0.6745246833844581,11.07215608488819,1.1189580262859225e-05
boots ,6,170.0,183.88888888888889,boots,10,10,5,11.431997365452988,0.6745246833844581,10.941806689562524,1.0842929325786654e-05
in ,3,146.55555555555554,185.66666666666666,in,11,11,2,5.566436571550891,0.6745246833844581,10.712284994688604,0.0038240830285151206
all ,4,123.33333333333333,147.11111111111111,all,12,12,3,5.760365931044247,0.6745246833844581,5.691515004729287,0.0031499587198365827
weathers! ,10,209.77777777777777,402.8888888888889,weathers,13,13,8,8.432152413855537,0.6745246833844581,5.832197205110845,0.00021775229256596973
But ,4,155.11111111111111,334.55555555555554,but,0,0,3,2.5785146361421187,0.9039433610887679,562.2480449059623,0.07588663962150259
the ,4,162.77777777777777,245.33333333333334,the,1,1,3,2.5253128133119307,0.9039433610887679,5.682164346091351,0.0800332733972815
mater ,6,254.0,449.44444444444446,mater,2,2,5,11.54520915203354,0.9039433610887679,8.130496259565017,9.682318682593518e-06
cottoned ,9,232.66666666666666,674.3333333333334,cottoned,3,3,8,11.363898304141653,0.9039433610887679,11.266110630853634,1.1607045144773015e-05
to ,3,59.22222222222222,145.22222222222223,to,4,4,2,11.347177799297308,0.9039433610887679,11.347177799289733,1.1802752401860113e-05
him ,4,247.11111111111111,355.77777777777777,him,5,5,3,5.966703413533968,0.9039433610887679,6.567673216488289,0.0025626755910363517
at ,3,189.77777777777777,228.77777777777777,at,6,6,2,4.332494781386383,0.9039433610887679,5.1223766192463405,0.013134738280616584
"once, ",6,107.22222222222223,149.77777777777777,once,7,7,4,6.445670227817688,0.9039433610887679,5.439171189527885,0.0015873803060278927
took ,5,130.77777777777777,130.77777777777777,took,8,8,4,12.420943212744001,0.9039433610887679,7.156868206310508,4.033229199196581e-06
him ,4,169.0,273.55555555555554,him,5,9,3,4.2068701945580225,0.9039433610887679,6.329952458466778,0.014892907373578118
on ,3,119.55555555555556,119.55555555555556,on,10,10,2,3.9725202621739277,0.9039433610887679,5.1223766192463405,0.018825927024600998
as ,3,128.77777777777777,292.8888888888889,as,11,11,2,6.933787536323577,0.9039433610887679,5.30381036042305,0.0009743036606559967
know ,5,171.0,353.3333333333333,know,12,12,4,15.216889923269989,0.9039433610887679,5.4696768494136,2.4625705113091443e-07
how ,4,180.55555555555554,271.77777777777777,how,13,13,3,3.106384992424289,0.9039433610887679,5.49930308428888,0.04476247991208497
she's ,6,199.33333333333334,520.7777777777778,shes,14,14,4,7.020681232628721,0.9039433610887679,5.61108147770098,0.0008932167971140197
always ,7,206.11111111111111,542.8888888888889,always,15,15,6,6.063851996190207,0.9039433610887679,8.933519694088927,0.0023254260807619455
running ,8,210.33333333333334,312.1111111111111,running,16,16,7,12.739043528637202,0.9039433610887679,7.135869169708998,2.934294440518079e-06
a ,2,14.11111111111111,14.11111111111111,a,17,17,1,3.3536736378326966,0.9039433610887679,7.644714443815499,0.0349557033431149
hundred ,8,244.88888888888889,551.4444444444445,hundred,18,18,7,8.173465147201375,0.9039433610887679,7.842737769283253,0.000282039014529159
societies? ,11,287.22222222222223,713.2222222222222,societies,19,19,9,11.555686606700078,0.9039433610887679,10.353372994434958,9.581402224527843e-06
I ,2,56.888888888888886,83.77777777777777,i,0,0,1,-1.0618397718538803,-3.070499884643068,562.2480449059623,2.8916861412081296
nodded. ,8,180.88888888888889,535.8888888888889,nodded,1,1,6,14.477504770561172,-3.070499884643068,5.303104018226801,5.158216500957734e-07
"Well, ",6,164.88888888888889,258.55555555555554,well,0,0,4,1.9425990633298076,0.5590803861620349,562.2480449059623,0.14333093906070324
of ,3,173.66666666666666,173.66666666666666,of,1,1,2,6.8285205465196395,0.5590803861620349,4.591503870390836,0.0010824583803724591
course ,7,183.44444444444446,300.1111111111111,course,2,2,6,5.829333947322106,0.5590803861620349,6.480488728684162,0.00294003454611272
the ,4,84.33333333333333,170.66666666666666,the,3,3,3,3.0630485367884885,0.5590803861620349,7.166496591245958,0.04674497401214174
war ,4,202.55555555555554,232.66666666666666,war,4,4,3,7.558969342263675,0.5590803861620349,8.130496259565017,0.0005214123647311142
has ,4,122.11111111111111,146.33333333333334,has,5,5,3,12.313055986551472,0.5590803861620349,7.186083016418353,4.492703208175179e-06
turned ,7,188.0,366.6666666666667,turned,6,6,6,6.24522236043053,0.5590803861620349,5.515337142291928,0.0019396992175436006
the ,4,100.88888888888889,100.88888888888889,the,3,7,3,3.6702122835190423,0.5590803861620349,8.158817769188735,0.025471062285986886
hundreds ,9,239.88888888888889,438.3333333333333,hundreds,8,8,8,10.161011123101376,0.5590803861620349,8.130496259565017,3.864817034571732e-05
into ,5,109.33333333333333,147.88888888888889,into,9,9,4,11.831983688670977,0.5590803861620349,7.897127750520719,7.268332291539038e-06
thousands. ,11,204.33333333333334,526.8888888888889,thousands,10,10,9,7.927134110072594,0.5590803861620349,5.19695702820311,0.00036081900012118455
No ,3,70.55555555555556,110.55555555555556,no,0,0,2,0.4583879769076257,0.6096593292893482,562.2480449059623,0.632302109994908
doubt ,6,212.33333333333334,299.22222222222223,doubt,1,1,5,3.9120580218330336,0.6096593292893482,6.531063917932671,0.019999299684163595
the ,4,103.77777777777777,202.44444444444446,the,2,2,3,3.9320776010179688,0.6096593292893482,9.289092519139643,0.01960290320485689
fellow ,7,202.33333333333334,377.77777777777777,fellow,3,3,6,10.853459037861887,0.6096593292893482,8.130496259565017,1.9337602570301457e-05
was ,4,151.55555555555554,212.88888888888889,was,4,4,3,11.7593189161913,0.6096593292893482,9.682086744444959,7.816146371856514e-06
very ,5,171.33333333333334,314.1111111111111,very,5,5,4,5.1500993913526605,0.6096593292893482,6.511084889382033,0.005798828344805888
useful ,7,199.0,329.3333333333333,useful,6,6,6,7.397355718025759,0.6096593292893482,6.673709109742384,0.0006128712246814755
to ,3,104.0,177.22222222222223,to,7,7,2,3.4662328468815353,0.6096593292893482,10.282885992736395,0.03123447435545157
her. ,5,147.44444444444446,162.88888888888889,her,8,8,3,5.552276054261125,0.6096593292893482,6.567673216488289,0.0038786192415535227
But ,4,98.66666666666667,143.44444444444446,but,0,0,3,2.5785146361421187,1.573798103571641,562.2480449059623,0.07588663962150259
you ,4,212.0,250.33333333333334,you,1,1,3,4.30136345770608,1.573798103571641,5.682164346091351,0.013550071462215645
could ,6,182.0,298.0,could,2,2,5,4.51102232351633,1.573798103571641,5.343279985881214,0.01098722193686251
have ,5,229.22222222222223,305.0,have,3,3,4,2.6701619551138878,1.573798103571641,5.518045120313211,0.06924101046548418
knocked ,8,197.11111111111111,462.6666666666667,knocked,4,4,7,15.115140832431615,1.573798103571641,5.362990189273662,2.726325736257897e-07
us ,3,127.0,153.88888888888889,us,5,5,2,5.607528091753335,1.573798103571641,10.559531688585116,0.0036701303796615923
all ,4,243.88888888888889,339.1111111111111,all,6,6,3,4.398899111511482,1.573798103571641,6.081108030061036,0.01229086332776282
down ,5,155.44444444444446,244.22222222222223,down,7,7,4,8.432152413855537,1.573798103571641,5.832197205110845,0.00021775229256596973
with ,5,171.0,253.55555555555554,with,8,8,4,3.9686236544928826,1.573798103571641,5.398513758168062,0.01889942738448161
a ,2,85.77777777777777,180.88888888888889,a,9,9,1,2.2273589680480286,1.573798103571641,5.960829467598924,0.10781279149395913
feather ,8,158.22222222222223,698.5555555555555,feather,10,10,7,10.655809015802719,1.573798103571641,7.842737769283253,2.3563562149651798e-05
"when, ",6,184.88888888888889,215.88888888888889,when,11,11,4,11.36803510901917,1.573798103571641,11.240653667223217,1.155912824357395e-05
three ,6,149.55555555555554,333.8888888888889,three,12,12,5,7.46231760523332,1.573798103571641,5.201486915845427,0.0005743235725472644
months ,7,192.55555555555554,264.8888888888889,months,13,13,6,2.9255783928848214,1.573798103571641,6.6066208852029575,0.05363366161147946
"ago, ",5,80.11111111111111,95.33333333333333,ago,14,14,3,3.1059215996882372,1.573798103571641,5.888053458706797,0.04478322732685327
she ,4,114.22222222222223,122.11111111111111,she,15,15,3,4.77758184779644,1.573798103571641,6.41668782601966,0.008416326338328802
suddenly ,9,253.66666666666666,317.77777777777777,suddenly,16,16,8,14.044986247480196,1.573798103571641,5.404647571094592,7.94950294029401e-07
announced ,10,237.66666666666666,363.77777777777777,announced,17,17,9,5.708401494039337,1.573798103571641,10.285839620432748,0.003317972106270398
that ,5,125.44444444444444,160.55555555555554,that,18,18,4,2.3733574445362984,1.573798103571641,6.331182078070146,0.0931673962128574
she ,4,174.66666666666666,282.77777777777777,she,15,19,3,4.274688450902639,1.573798103571641,6.170007455088655,0.013916383680400057
and ,4,233.66666666666666,243.33333333333334,and,20,20,3,4.5558568002225766,1.573798103571641,5.404647571094592,0.010505495264253971
Alfred ,7,127.55555555555556,261.77777777777777,alfred,21,21,6,16.694031273608793,1.573798103571641,7.898216133854422,5.6217863560241e-08
were ,5,215.66666666666666,259.1111111111111,were,22,22,4,11.372154871220115,1.573798103571641,11.204171163176161,1.1511605342700491e-05
engaged! ,9,143.11111111111111,352.44444444444446,engaged,23,23,7,7.210161681186018,1.573798103571641,6.819769327483118,0.0007390376573178317
The ,4,99.0,124.22222222222223,the,0,0,3,-3.0096188862025404,-60.194384435358174,562.2480449059623,20.279669590377047
fellow ,7,252.33333333333334,488.55555555555554,fellow,1,1,6,10.853459037861887,-60.194384435358174,8.130496259565017,1.9337602570301457e-05
must ,5,171.0,386.44444444444446,must,2,2,4,11.7593189161913,-60.194384435358174,9.682086744444959,7.816146371856514e-06
be ,3,101.22222222222223,101.22222222222223,be,3,3,2,1.598144124124891,-60.194384435358174,6.472647998527341,0.20227156078045344
at ,3,176.22222222222223,176.22222222222223,at,4,4,2,5.379775516450394,-60.194384435358174,6.596015444569157,0.004608856426324909
least ,6,156.33333333333334,278.6666666666667,least,5,5,5,3.139157677502926,-60.194384435358174,5.439171189527885,0.043319271335415285
twenty ,7,258.55555555555554,277.0,twenty,6,6,6,12.596222016606553,-60.194384435358174,7.270717452175223,3.3847787466841256e-06
years ,6,116.55555555555556,130.44444444444446,years,7,7,5,3.5800699302418666,-60.194384435358174,11.0221023391652,0.027873748969083654
younger ,8,223.0,287.6666666666667,younger,8,8,7,6.156517781529832,-60.194384435358174,4.933950565138353,0.0021196214203954796
than ,5,105.0,121.11111111111111,than,9,9,4,4.040338915258799,-60.194384435358174,9.589530832333296,0.017591509374245383
she ,4,161.55555555555554,237.77777777777777,she,10,10,3,5.826093027283626,-60.194384435358174,6.24035055640531,0.002949578420099542
is! ,4,107.55555555555556,156.33333333333334,is,11,11,2,2.9518994107947103,-60.194384435358174,5.404647571094592,0.052240385700797524
It's ,5,219.77777777777777,311.3333333333333,its,0,0,3,-0.2707599778578113,-0.1579614648136366,562.2480449059623,1.3109603731018644
simply ,7,207.33333333333334,425.8888888888889,simply,1,1,6,7.932439573461538,-0.1579614648136366,7.1558431013877,0.00035890975731335084
bare-faced ,11,183.0,808.0,barefaced,2,2,9,11.983448602105511,-0.1579614648136366,8.91275262337796,6.246753918945691e-06
fortune ,8,250.0,427.6666666666667,fortune,3,3,7,11.347177799297308,-0.1579614648136366,11.347177799289733,1.1802752401860113e-05
hunting; ,9,246.44444444444446,439.55555555555554,hunting,4,4,7,11.42031193165854,-0.1579614648136366,10.955763600401673,1.0970376848116699e-05
but ,4,59.111111111111114,59.111111111111114,but,5,5,3,11.495753146804587,-0.1579614648136366,10.587337985212145,1.0173206100435704e-05
there ,6,233.0,554.1111111111111,there,6,6,5,4.224405181902635,-0.1579614648136366,5.682164346091351,0.014634036711156935
you ,4,161.33333333333334,223.11111111111111,you,7,7,3,6.587618834804419,-0.1579614648136366,4.055007037564969,0.0013773156782209601
is ,3,165.22222222222223,346.8888888888889,is,8,8,2,6.9084934618456,-0.1579614648136366,5.343279985881214,0.0009992620895264788
her ,4,231.44444444444446,404.3333333333333,her,9,9,3,7.422749533875287,-0.1579614648136366,6.066336007337383,0.0005975040273328572
own ,4,213.55555555555554,350.3333333333333,own,10,10,3,4.0600270765435615,-0.1579614648136366,6.830413584381758,0.01724855207785172
"mistress, ",10,232.33333333333334,361.8888888888889,mistress,11,11,8,12.91536802498582,-0.1579614648136366,7.4782508356907975,2.4599537106996036e-06
and ,4,96.88888888888889,113.22222222222223,and,12,12,3,5.478812365893993,-0.1579614648136366,11.28609826966743,0.004174284277584077
she's ,6,191.66666666666666,381.3333333333333,shes,13,13,4,8.176638102189889,-0.1579614648136366,7.898216133854422,0.00028114553566476526
married ,8,192.44444444444446,373.6666666666667,married,14,14,7,11.944783945293187,-0.1579614648136366,8.933519694088927,6.493012590878987e-06
him. ,5,194.66666666666666,325.1111111111111,him,15,15,3,5.900473109469167,-0.1579614648136366,9.115431860073334,0.0027381490680244915
