word,wlen,firsttime,totaltime
een ,4,38.8,38.8
echte ,6,164.4,247.7
"dandy, ",7,247.2,319.7
maar ,5,81.6,107.0
buitengewoon ,13,219.2,392.6
pienter. ,9,222.7,451.5
Houd ,5,207.0,255.9
zelf ,5,222.7,333.4
ook ,4,231.1,267.1
van ,4,127.5,168.8
een ,4,88.5,88.5
goed ,5,161.4,204.7
merkte ,7,210.6,292.5
juffrouw ,9,165.9,300.7
Howard ,7,194.6,303.4
op. ,4,110.9,141.1
Niettemin ,10,225.0,567.7
wordt ,6,183.4,252.8
er ,3,127.2,127.2
een ,4,85.0,85.0
heleboel ,9,175.5,195.3
onzin ,6,222.1,239.5
geschreven. ,12,232.9,339.5
In ,3,84.0,84.0
het ,4,107.0,118.7
laatste ,8,165.1,235.4
hoofdstuk ,10,183.0,251.3
wordt ,6,193.0,247.6
de ,3,93.6,110.9
misdadiger ,11,154.0,302.6
ontdekt. ,9,275.3,507.4
Iedereen ,9,200.4,478.8
met ,4,52.4,52.4
stomheid ,9,231.7,338.1
geslagen. ,10,172.8,206.9
Echte ,6,187.8,187.8
weet ,5,172.6,172.6
je ,3,75.1,89.5
onmiddellijk. ,14,183.6,342.3
Er ,3,62.0,62.0
zijn ,5,155.8,280.2
een ,4,45.1,45.1
heleboel ,9,187.8,242.2
misdaden ,9,210.7,267.6
nooit ,6,134.0,201.6
"opgelost, ",10,199.4,312.5
betoogde ,9,179.1,197.9
ik. ,4,143.6,273.2
Bedoel ,7,207.3,394.0
niet ,5,202.7,313.5
de ,3,164.0,195.9
"politie, ",9,105.5,171.0
maar ,5,96.9,113.6
de ,3,114.7,128.7
mensen ,7,194.0,247.6
die ,4,109.9,125.1
er ,3,112.7,200.2
't ,3,74.6,74.6
nauwst ,7,202.4,295.5
bij ,4,49.6,49.6
betrokken ,10,181.3,296.9
zijn. ,6,83.5,102.5
De ,3,87.1,97.4
familie. ,9,265.9,301.1
Die ,4,111.3,165.9
kun ,4,157.8,217.2
je ,3,81.5,81.5
niet ,5,141.9,193.0
makkelijk ,10,155.7,236.3
misleiden. ,11,240.8,317.7
Zij ,4,90.5,97.1
zouden ,7,183.3,371.1
het ,4,109.9,125.5
weten. ,7,176.1,299.2
"Dus, ",5,284.0,426.6
zei ,4,108.4,145.7
ik ,3,88.7,125.4
voor ,5,175.4,343.4
de ,3,74.4,85.1
"grap, ",6,160.5,194.3
u ,2,53.8,53.8
denkt ,6,202.8,313.3
dat ,4,98.2,194.1
"u, ",3,174.8,217.2
als ,4,174.3,202.4
u ,2,110.3,110.3
betrokken ,10,259.1,273.8
zou ,4,129.5,129.5
raken ,6,115.4,115.4
bij ,4,62.5,62.5
een ,4,65.4,65.4
"misdaad, ",9,164.0,164.0
laten ,6,181.2,181.2
we ,3,49.1,49.1
zeggen ,7,246.5,404.1
een ,4,42.3,72.3
"moord, ",7,160.7,160.7
van ,4,112.8,112.8
het ,4,72.3,72.3
begin ,6,209.8,209.8
af ,3,0.0,0.0
aan ,4,133.7,153.5
in ,3,94.4,94.4
de ,3,46.3,46.3
gaten ,6,110.6,123.5
zou ,4,35.9,35.9
hebben ,7,141.1,141.1
wie ,4,118.0,118.0
de ,3,32.3,32.3
moordenaar ,11,227.9,243.7
was? ,5,142.6,156.1
Natuurlijk. ,12,185.1,264.5
Zou ,4,78.1,78.1
misschien ,10,211.2,416.5
niet ,5,156.7,198.3
in ,3,97.7,136.7
staat ,6,151.4,188.3
zijn ,5,97.1,116.4
het ,4,206.1,242.8
een ,4,116.5,143.1
stel ,5,65.5,99.9
juristen ,9,261.4,409.0
te ,3,14.8,14.8
bewijzen. ,10,247.4,351.6
Maar ,5,63.9,63.9
ik ,3,139.2,139.2
zou ,4,107.9,107.9
het ,4,119.8,119.8
vast ,5,84.9,84.9
en ,3,119.2,119.2
zeker ,6,164.2,164.2
weten. ,7,143.2,155.5
Ik ,3,38.8,38.8
zou ,4,169.4,217.4
het ,4,59.9,59.9
onmiddellijk ,13,209.2,292.4
voelen ,7,140.5,160.5
als ,4,137.1,137.1
hij ,4,61.5,77.8
in ,3,79.5,94.9
m'n ,4,143.7,170.9
buurt ,6,143.6,155.2
kwam. ,6,69.7,185.1
Het ,4,98.0,158.9
zou ,4,160.6,326.8
een ,4,173.7,228.3
'zij' ,6,174.7,259.4
kunnen ,7,226.5,402.1
"zijn, ",6,116.6,116.6
opperde ,8,186.1,345.7
ik. ,4,85.4,85.4
Zou ,4,188.6,204.7
kunnen. ,8,179.9,245.6
Maar ,5,93.1,93.1
moord ,6,106.0,191.1
is ,3,54.6,54.6
een ,4,108.5,145.5
daad ,5,167.8,213.7
van ,4,99.8,124.7
geweld. ,8,197.5,278.2
Associeer ,10,225.3,300.5
het ,4,52.2,52.2
meer ,5,110.3,149.1
met ,4,209.4,223.8
een ,4,77.1,94.1
man. ,5,110.1,129.3
Niet ,5,165.6,215.9
in ,3,147.1,249.9
geval ,6,154.1,356.0
van ,4,106.0,161.3
vergiftiging. ,14,178.3,483.9
De ,3,73.4,88.9
heldere ,8,244.8,334.9
stem ,5,98.3,104.5
van ,4,59.4,79.9
mevrouw ,8,189.3,268.8
Cavendish ,10,207.4,318.2
deed ,5,159.2,192.0
me ,3,51.1,51.1
schrikken. ,11,250.3,325.7
Dokter ,7,195.9,341.9
zei ,4,79.2,79.2
gisteren ,9,220.4,319.2
nog ,4,61.2,84.9
dat ,4,103.5,164.6
"er, ",4,143.5,167.3
als ,4,92.3,92.3
gevolg ,7,244.8,283.9
van ,4,93.7,116.0
het ,4,84.2,94.0
feit ,5,84.3,101.1
dat ,4,54.3,54.3
de ,3,174.3,174.3
medische ,9,184.5,271.6
wereld ,7,160.8,164.6
niet ,5,62.3,62.3
bekend ,7,200.4,239.8
was ,4,48.1,48.1
met ,4,160.2,176.6
de ,3,51.6,51.6
minder ,7,163.4,286.1
gebruikelijke ,14,203.7,320.9
"vergiften, ",11,208.9,289.4
waarschijnlijk ,15,217.5,396.8
in ,3,78.5,78.5
ontelbare ,10,206.1,311.7
gevallen ,9,219.6,239.6
van ,4,32.1,32.1
vergiftiging ,13,274.1,302.6
nooit ,6,150.5,168.6
zelfs ,6,193.8,252.2
maar ,5,124.4,141.8
een ,4,29.5,29.5
vermoeden ,10,207.8,252.4
van ,4,53.5,53.5
misdaad ,8,224.7,298.2
bestond. ,9,221.7,274.9
Mary ,5,198.9,368.4
"toch, ",6,228.7,316.2
wat ,4,172.6,172.6
een ,4,124.7,135.0
naar ,5,187.2,322.0
gesprek! ,9,176.1,268.0
riep ,5,172.9,186.6
mevrouw ,8,124.3,208.8
uit. ,5,134.3,186.6
Het ,4,67.7,67.7
is ,3,91.6,91.6
alsof ,6,132.9,187.6
er ,3,60.5,60.5
iemand ,7,137.3,252.1
over ,5,125.4,125.4
mijn ,5,108.3,158.7
graf ,5,133.8,229.7
loopt. ,7,111.3,145.3
"O, ",3,15.7,15.7
daar ,5,162.4,241.0
is ,3,121.9,177.9
Cynthia! ,9,238.6,524.4
Er ,3,128.9,128.9
kwam ,5,137.3,137.3
een ,4,44.2,44.2
jong ,5,86.1,86.1
meisje ,7,142.4,200.6
in ,3,16.1,16.1
het ,4,163.9,218.2
uniform ,8,125.1,196.0
van ,4,92.0,92.0
het ,4,105.7,105.7
vrijwillige ,12,213.3,380.0
snel ,5,102.8,102.8
over ,5,165.7,214.0
het ,4,33.1,33.1
grasland ,9,153.4,273.7
aanlopen. ,10,123.6,134.0
Wat ,4,59.4,59.4
ben ,4,120.4,148.2
je ,3,86.1,86.1
laat ,5,147.4,186.3
"vandaag, ",9,169.7,192.0
Cynthia. ,9,186.8,207.8
Dit ,4,65.4,75.1
is ,3,148.5,204.9
meneer ,7,105.7,145.9
Murdoch. ,9,249.4,605.7
Cynthia ,8,247.8,308.5
Murdoch ,8,198.7,362.7
was ,4,88.6,106.4
een ,4,111.0,145.4
levendig ,9,233.8,299.9
persoontje ,11,204.9,251.3
met ,4,146.2,146.2
een ,4,37.1,37.1
fris ,5,154.8,171.0
gezichtje. ,11,209.3,348.2
Ze ,3,45.4,45.4
rukte ,6,215.9,277.9
haar ,5,89.3,89.3
af ,3,48.9,48.9
en ,3,94.9,94.9
ik ,3,106.9,106.9
bewonderde ,11,192.3,300.9
haar ,5,59.1,59.1
"golvende, ",10,222.9,405.4
kastanjebruine ,15,203.1,528.2
"haar, ",6,69.3,97.2
en ,3,42.6,42.6
de ,3,58.3,80.8
kleine ,7,197.5,343.0
blanke ,7,192.2,318.0
hand ,5,182.9,235.3
waarmee ,8,200.7,299.0
ze ,3,47.9,47.9
haar ,5,168.0,221.3
thee ,5,93.4,133.2
aannam. ,8,284.3,317.8
Met ,4,96.5,147.3
donkere ,8,227.4,423.7
ogen ,5,138.3,179.6
en ,3,63.5,63.5
donkere ,8,182.3,589.6
wimpers ,8,187.7,346.2
zou ,4,57.0,71.5
ze ,3,127.4,143.8
een ,4,93.6,149.5
schoonheid ,11,199.5,345.8
zijn ,5,132.2,168.0
geweest. ,9,174.4,274.9
Ze ,3,33.3,33.3
liet ,5,288.0,377.1
zich ,5,152.6,206.7
naast ,6,186.4,268.8
John ,5,84.3,106.9
op ,3,71.2,71.2
het ,4,82.7,82.7
gras ,5,139.4,207.8
vallen ,7,165.9,204.3
en ,3,33.2,33.2
keek ,5,109.5,135.0
glimlachend ,12,189.9,268.1
naar ,5,125.4,125.4
mij ,4,198.6,312.4
"op, ",4,86.6,138.9
toen ,5,128.8,181.1
ik ,3,19.5,19.5
haar ,5,174.0,252.2
een ,4,23.7,51.9
schaal ,7,129.7,129.7
met ,4,54.3,71.0
sandwiches ,11,228.8,294.0
Kom ,4,176.2,176.2
toch ,5,124.1,142.2
ook ,4,177.5,215.7
hier ,5,153.4,272.7
op ,3,74.4,74.4
het ,4,76.6,106.5
gras ,5,160.4,196.8
zitten. ,8,142.8,142.8
Het ,4,47.5,47.5
zit ,4,150.4,191.1
zoveel ,7,153.9,255.8
prettiger. ,11,197.9,322.8
Gehoorzaam ,11,186.2,270.5
liet ,5,113.5,151.6
ik ,3,19.1,19.1
me ,3,162.6,162.6
zakken. ,8,171.8,210.8
Werkt ,6,184.3,224.2
u ,2,95.9,135.9
niet ,5,116.7,291.7
in ,3,126.0,181.8
juffrouw ,9,199.5,252.5
Murdoch? ,9,240.0,296.4
Ze ,3,57.2,57.2
knikte. ,8,284.4,471.6
Tot ,4,187.8,225.0
m'n ,4,130.7,130.7
spijt ,6,145.0,195.0
wel. ,5,141.6,274.3
Tiranniseren ,13,237.5,465.8
ze ,3,89.1,89.1
u ,2,190.9,269.7
dan? ,5,125.1,139.2
vroeg ,6,167.8,167.8
ik ,3,126.0,132.0
met ,4,81.5,88.1
een ,4,70.6,87.7
glimlach. ,10,126.5,140.7
Dat ,4,56.6,56.6
zouden ,7,176.7,234.0
ze ,3,57.1,57.1
eens ,5,81.9,81.9
moeten ,7,192.1,255.0
proberen! ,10,225.6,225.6
riep ,5,88.4,128.4
Cynthia ,8,198.8,249.5
verontwaardigd ,15,255.6,293.4
uit. ,5,105.6,105.6
Ik ,3,46.6,46.6
heb ,4,119.0,119.0
een ,4,176.1,193.8
nichtje ,8,135.3,175.3
dat ,4,104.2,159.2
in ,3,45.3,45.3
de ,3,89.5,108.4
verpleging ,11,216.1,345.8
"is, ",4,122.6,122.6
zei ,4,154.7,180.9
ik. ,4,106.1,157.1
En ,3,64.5,64.5
ze ,3,82.9,143.5
is ,3,141.9,179.9
als ,4,129.4,152.8
de ,3,116.7,116.7
dood ,5,148.2,157.0
voor ,5,113.6,113.6
de ,3,63.7,63.7
Geen ,5,164.9,164.9
wonder. ,8,252.0,309.0
Die ,4,56.4,95.6
meneer ,7,219.9,283.9
Hastings! ,10,212.5,246.7
Daar ,5,134.6,134.6
zijn ,5,136.4,163.0
geen ,5,132.3,152.2
woorden ,8,97.9,97.9
voor.U ,7,195.4,222.8
hebt ,5,124.7,124.7
er ,3,80.3,80.3
geen ,5,130.7,130.7
idee ,5,87.8,103.3
van! ,5,123.1,123.1
Maar ,5,85.5,104.2
ik ,3,17.7,29.4
ben ,4,132.7,132.7
gelukkig ,9,130.2,175.5
geen ,5,155.4,155.4
"verpleegster, ",14,197.0,268.3
ik ,3,24.4,24.4
werk ,5,158.1,243.5
in ,3,131.0,131.0
de ,3,46.3,72.5
apotheek. ,10,165.4,241.4
Hoeveel ,8,162.0,209.9
mensen ,7,136.9,189.4
vergiftigt ,11,202.0,359.1
u ,2,80.5,80.5
daar? ,6,144.2,168.0
vroeg ,6,138.1,184.7
ik ,3,46.2,46.2
glimlachend. ,13,168.3,339.6
Cynthia ,8,210.6,249.4
lachte. ,8,197.6,216.5
"O, ",3,75.0,75.0
honderden! ,11,190.7,335.5
zei ,4,92.1,110.0
ze. ,4,184.9,184.9
"Cynthia, ",9,178.3,346.5
riep ,5,182.6,226.5
mevrouw ,8,176.6,251.7
zou ,4,144.9,144.9
je ,3,80.2,80.2
een ,4,40.3,40.3
paar ,5,171.9,180.8
briefjes ,9,70.7,75.6
voor ,5,44.5,44.5
me ,3,137.7,137.7
willen ,7,112.8,176.1
schrijven? ,11,138.4,264.0
"Natuurlijk, ",12,212.4,293.2
tante ,6,160.8,267.9
Emily. ,7,222.8,347.8
Ze ,3,23.3,23.3
sprong ,7,222.9,338.7
onmiddellijk ,13,153.9,250.0
"overeind, ",10,229.6,324.6
en ,3,46.5,69.5
iets ,5,172.8,261.8
in ,3,166.2,178.8
haar ,5,137.7,245.9
manier ,7,158.9,183.3
van ,4,74.6,101.4
doen ,5,111.6,174.7
herinnerde ,11,230.0,365.0
me ,3,63.7,101.7
eraan ,6,234.2,343.1
dat ,4,35.1,84.1
ze ,3,149.8,178.6
een ,4,74.5,74.5
afhankelijke ,13,163.6,554.1
positie ,8,182.2,311.4
innam ,6,188.9,255.6
en ,3,105.5,117.1
dat ,4,115.7,123.5
mevrouw ,8,185.5,314.1
hoe ,4,65.8,65.8
vriendelijk ,12,181.6,371.0
ze ,3,23.5,23.5
doorgaans ,10,83.2,142.2
ook ,4,80.7,80.7
mocht ,6,111.8,118.2
"zijn, ",6,82.5,82.5
haar ,5,92.2,181.5
dit ,4,231.7,285.0
niet ,5,199.2,399.4
liet ,5,184.6,396.7
vergeten. ,10,108.6,199.0
Mijn ,5,148.3,187.4
gastvrouw ,10,198.9,324.8
wendde ,7,175.5,274.4
zich ,5,151.8,181.4
tot ,4,73.6,73.6
mij. ,5,125.2,164.4
John ,5,140.3,189.8
zal ,4,171.4,265.9
u ,2,112.4,131.8
uw ,3,140.9,279.6
kamer ,6,227.3,373.0
wijzen. ,8,161.3,221.5
We ,3,63.3,83.3
souperen ,9,182.4,356.9
vanavond ,9,242.2,448.2
om ,3,56.5,56.5
half ,5,188.7,308.2
acht. ,6,116.0,212.1
We ,3,20.1,20.1
hebben ,7,218.4,520.1
het ,4,82.5,90.6
dineren ,8,192.7,501.7
al ,3,46.7,46.7
enige ,6,182.6,411.0
tijd ,5,173.0,188.2
afgeschaft. ,12,245.3,463.7
Lady ,5,283.9,413.0
de ,3,0.0,0.0
vrouw ,6,220.6,347.0
van ,4,74.5,74.5
ons ,4,55.7,91.7
Lagerhuislid ,13,199.7,716.6
zij ,4,71.8,71.8
is ,3,176.5,198.8
de ,3,109.3,109.3
dochter ,8,208.2,262.6
van ,4,48.1,48.1
wijlen ,7,318.8,385.2
Lord ,5,112.8,112.8
heeft ,6,134.1,171.5
dat ,4,67.3,67.3
ook ,4,80.4,94.8
gedaan. ,8,266.4,266.4
Ze ,3,18.0,18.0
is ,3,185.1,185.1
het ,4,63.0,63.0
met ,4,164.4,225.8
me ,3,76.8,76.8
eens ,5,104.9,163.5
dat ,4,107.3,107.3
we ,3,109.3,109.3
een ,4,85.8,99.5
voorbeeld ,10,155.6,183.8
moeten ,7,141.2,152.6
geven ,6,142.1,142.1
in ,3,63.5,63.5
het ,4,67.2,130.3
bezuinigen. ,12,237.0,383.0
Het ,4,76.2,76.2
is ,3,152.2,166.2
hier ,5,115.1,135.7
een ,4,126.5,126.5
echt ,5,61.9,122.3
er ,3,56.2,56.2
gaat ,5,181.6,181.6
hier ,5,70.0,101.9
niets ,6,188.8,263.9
alle ,5,138.5,179.8
stukjes ,8,190.2,203.6
papier ,7,143.7,153.4
uit ,4,62.4,62.4
de ,3,68.2,68.2
worden ,7,113.9,138.1
opgespaard ,11,108.4,154.7
en ,3,3.3,3.3
in ,3,73.5,73.5
zakken ,7,193.6,258.4
weggestuurd. ,13,190.6,255.5
Ik ,3,102.3,102.3
zei ,4,69.7,69.7
dat ,4,72.2,72.2
ik ,3,71.8,71.8
dat ,4,120.3,141.7
bijzonder ,10,170.6,229.6
kon ,4,154.3,154.3
"waarderen, ",11,188.1,237.6
en ,3,0.0,0.0
toen ,5,228.4,249.1
gingen ,7,201.7,284.2
John ,5,96.0,96.0
en ,3,101.7,127.7
ik ,3,69.5,86.8
het ,4,104.6,141.1
huis ,5,41.4,41.4
binnen ,7,179.1,218.8
en ,3,96.1,107.5
de ,3,69.8,107.1
brede ,6,153.0,170.2
trap ,5,132.1,132.1
op ,3,42.4,42.4
die ,4,210.1,256.8
zich ,5,119.8,186.4
halverwege ,11,218.6,300.2
in ,3,35.4,35.4
splitste ,9,221.0,239.2
naar ,5,157.4,157.4
de ,3,48.6,48.6
verschillende ,14,183.7,319.1
vleugels ,9,181.9,198.3
van ,4,120.7,120.7
het ,4,106.1,137.4
gebouw. ,8,130.7,218.2
Mijn ,5,136.5,155.6
kamer ,6,170.2,190.2
lag ,4,155.9,190.6
in ,3,103.4,103.4
de ,3,39.3,39.3
"linkervleugel, ",15,263.4,444.8
met ,4,129.8,129.8
uitzicht ,9,221.3,345.8
op ,3,0.0,0.0
het ,4,106.8,159.0
park. ,6,78.6,123.2
John ,5,182.9,182.9
liet ,5,176.2,188.5
me ,3,91.8,91.8
alleen ,7,207.9,270.2
en ,3,42.4,42.4
een ,4,117.3,199.1
paar ,5,178.2,229.2
minuten ,8,128.3,147.2
later ,6,167.6,225.5
zag ,4,117.7,143.3
ik ,3,89.4,89.4
hem ,4,84.0,84.0
vanuit ,7,220.3,253.9
mijn ,5,87.6,150.7
raam ,5,108.9,144.5
langzaam ,9,254.2,345.5
over ,5,83.8,137.8
het ,4,131.8,178.1
gras ,5,119.5,119.5
"lopen, ",7,143.7,157.3
arm ,4,165.7,177.8
in ,3,126.1,126.1
arm ,4,103.2,119.3
met ,4,93.9,93.9
Cynthia ,8,192.0,321.7
Murdoch. ,9,226.6,471.7
Ik ,3,131.1,131.1
hoorde ,7,209.1,248.0
hoe ,4,137.1,137.1
mevrouw ,8,127.1,263.1
op ,3,36.5,50.8
ongeduldige ,12,192.4,354.2
toon ,5,166.2,235.8
riep: ,6,152.1,250.6
Cynthia! ; ,11,159.1,188.4
het ,4,113.6,113.6
meisje ,7,132.0,147.7
schrok ,7,206.2,223.9
op ,3,71.1,71.1
en ,3,83.8,83.8
rende ,6,174.2,174.2
terug ,6,104.7,114.8
naar ,5,106.5,106.5
het ,4,93.1,122.6
huis. ,6,116.9,116.9
Op ,3,17.4,17.4
hetzelfde ,10,208.8,254.0
ogenblik ,9,159.7,236.9
kwam ,5,119.0,159.3
er ,3,118.6,118.6
vanuit ,7,166.4,248.3
de ,3,18.7,18.7
schaduw ,8,160.9,189.6
van ,4,65.0,153.9
een ,4,44.8,44.8
boom ,5,89.9,104.8
een ,4,69.2,69.2
man ,4,85.8,85.8
te ,3,78.3,78.3
voorschijn ,11,118.6,122.2
die ,4,58.8,58.8
langzaam ,9,113.5,173.1
in ,3,64.9,64.9
dezelfde ,9,182.9,237.3
richting ,9,241.5,390.5
liep. ,6,137.3,217.9
Hij ,4,205.4,205.4
leek ,5,86.8,120.2
ongeveer ,9,181.0,310.6
"veertig, ",9,153.0,206.0
was ,4,60.7,60.7
tamelijk ,9,168.6,230.5
donker ,7,150.5,167.3
en ,3,21.1,21.1
had ,4,185.4,185.4
een ,4,100.6,120.4
"droefgeestig, ",14,199.4,352.8
gladgeschoren ,14,233.0,399.0
gezicht. ,9,115.9,178.9
Hij ,4,76.4,76.4
scheen ,7,215.4,369.1
ten ,4,64.4,85.1
prooi ,6,202.3,280.0
te ,3,31.6,31.6
zijn ,5,139.7,168.7
aan ,4,65.2,65.2
een ,4,113.9,131.2
heftige ,8,216.6,344.8
emotie. ,8,167.1,227.5
In ,3,122.8,122.8
het ,4,17.5,17.5
voorbijgaan ,12,213.8,538.2
keek ,5,143.7,143.7
hij ,4,215.7,262.4
op ,3,32.6,32.6
naar ,5,153.0,304.4
mijn ,5,182.8,277.3
raam ,5,144.0,162.5
en ,3,17.4,17.4
ik ,3,44.0,44.0
herkende ,9,239.8,336.0
"hem, ",5,96.7,125.4
hoewel ,7,126.2,126.2
hij ,4,151.3,164.3
in ,3,102.8,137.1
de ,3,57.5,57.5
vijftien ,9,268.5,409.4
jaar ,5,51.0,146.5
dat ,4,108.3,137.7
we ,3,61.5,61.5
elkaar ,7,158.7,172.8
niet ,5,91.3,141.1
gezien ,7,160.0,181.4
"hadden, ",8,70.7,70.7
erg ,4,33.2,33.2
veranderd ,10,227.3,322.4
was. ,5,65.3,65.3
Het ,4,140.5,172.9
was ,4,147.8,178.7
Johns ,6,154.8,209.6
jongere ,8,197.4,318.5
"broer, ",7,114.9,168.8
Lawrence ,9,221.1,436.8
Cavendish. ,11,253.9,418.6
Ik ,3,19.5,19.5
vroeg ,6,192.7,221.8
me ,3,141.5,163.4
af ,3,87.6,87.6
wat ,4,141.8,141.8
de ,3,115.8,115.8
oorzaak ,8,163.9,175.5
was ,4,56.9,56.9
van ,4,109.3,109.3
die ,4,70.1,70.1
vreemde ,8,181.6,181.6
uitdrukking ,12,167.7,252.1
op ,3,109.8,109.8
zijn ,5,60.9,84.5
gezicht. ,9,192.9,215.7
Toen ,5,42.7,42.7
zette ,6,197.6,219.7
ik ,3,10.0,10.0
hem ,4,141.8,182.8
uit ,4,72.2,72.2
mijn ,5,160.9,249.4
gedachten ,10,159.1,159.1
en ,3,43.5,43.5
begon ,6,117.9,117.9
mijn ,5,89.9,89.9
eigen ,6,110.9,146.8
situatie ,9,154.7,154.7
te ,3,0.0,0.0
overpeinzen. ,13,218.7,371.7
De ,3,159.0,159.0
avond ,6,140.5,167.9
verliep ,8,147.4,276.6
plezierig; ,11,170.1,258.4
en ,3,31.7,55.4
's ,3,103.9,149.9
nachts ,7,155.1,198.4
droomde ,8,172.1,187.0
ik ,3,78.5,78.5
van ,4,132.4,153.3
die ,4,79.0,125.4
raadselachtige ,15,207.6,444.0
"vrouw, ",7,77.4,77.4
Mary ,5,201.3,419.0
Cavendish. ,11,176.9,1067.9
De ,3,16.1,16.1
volgende ,9,220.4,476.8
morgen ,7,161.0,227.7
was ,4,61.2,61.2
het ,4,115.0,161.6
helder ,7,189.3,245.7
en ,3,26.9,50.5
zonnig ,7,229.9,291.4
"weer, ",6,111.3,155.1
en ,3,44.0,66.4
ik ,3,140.8,161.9
verheugde ,10,132.3,217.0
me ,3,18.7,18.7
op ,3,216.6,216.6
de ,3,73.8,89.7
prettige ,9,151.0,223.0
tijd ,5,126.5,147.7
die ,4,45.4,45.4
ik ,3,115.2,115.2
hier ,5,88.1,120.0
hoopte ,7,175.6,229.4
door ,5,18.1,18.1
te ,3,140.0,140.0
brengen. ,9,159.8,159.8
Ik ,3,0.0,0.0
zag ,4,153.6,250.2
Mary ,5,173.9,293.9
Cavendish ,10,188.4,356.2
pas ,4,93.1,93.1
met ,4,163.8,182.5
de ,3,103.8,138.8
"lunch, ",7,90.0,107.7
toen ,5,138.1,157.3
ze ,3,88.1,101.3
uit ,4,125.3,166.8
zichzelf ,9,169.7,522.3
vroeg ,6,164.7,231.3
of ,3,72.8,111.8
ik ,3,137.7,168.3
zin ,4,141.3,153.7
had ,4,99.5,99.5
in ,3,92.2,92.2
een ,4,103.6,103.6
wandeling. ,11,213.6,250.5
We ,3,103.4,122.1
zwierven ,9,183.0,215.9
de ,3,101.8,121.7
hele ,5,147.4,161.0
verrukkelijke ,14,231.5,307.6
middag ,7,165.7,165.7
door ,5,119.0,128.5
de ,3,21.8,21.8
bossen ,7,226.6,226.6
en ,3,41.6,41.6
keerden ,8,197.0,242.7
om ,3,16.7,16.7
ongeveer ,9,255.1,359.3
vijf ,5,86.4,103.1
uur ,4,126.0,126.0
naar ,5,181.6,260.7
huis ,5,104.4,104.4
terug. ,7,102.0,102.0
Toen ,5,76.9,100.3
we ,3,119.8,119.8
de ,3,82.9,82.9
grote ,6,177.5,225.6
hal ,4,113.6,113.6
"inkwamen, ",10,142.3,228.8
John ,5,140.4,170.2
ons ,4,61.4,76.3
beiden ,7,198.5,271.6
in ,3,112.4,112.4
de ,3,0.0,0.0
rooksalon ,10,148.7,361.7
te ,3,65.3,65.3
komen. ,7,146.4,146.4
Ik ,3,132.1,132.1
zag ,4,59.5,59.5
onmiddellijk ,13,187.0,232.8
aan ,4,103.9,103.9
zijn ,5,79.1,79.1
gezicht ,8,138.3,138.3
dat ,4,0.0,0.0
er ,3,51.7,51.7
iets ,5,131.4,150.6
vervelends ,11,212.4,234.6
gebeurd ,8,192.8,232.6
was. ,5,68.0,89.2
Hij ,4,35.3,42.9
ging ,5,138.0,138.0
ons ,4,47.0,47.0
voor ,5,229.2,288.8
naar ,5,114.3,134.9
binnen ,7,161.3,161.3
en ,3,0.0,0.0
sloot ,6,129.4,153.1
de ,3,35.3,35.3
deur ,5,83.5,114.2
achter ,7,186.5,206.7
ons. ,5,26.3,26.3
Het ,4,87.8,87.8
spijt ,6,142.0,142.0
"me, ",4,85.9,101.4
"Mary, ",6,86.0,86.0
maar ,5,138.6,204.2
het ,4,72.8,72.8
is ,3,59.9,79.4
goed ,5,230.3,528.9
donderen. ,10,207.1,631.6
Evie ,5,150.4,224.8
heeft ,6,166.4,297.0
ruzie ,6,219.4,347.5
gehad ,6,161.2,201.9
met ,4,75.7,75.7
Alfred ,7,180.7,335.9
en ,3,64.3,75.6
nou ,4,157.5,177.0
gaat ,5,150.1,174.4
ze ,3,101.3,129.7
weg. ,5,291.2,353.8
Evie? ,6,186.2,394.5
Weg? ,5,262.8,451.8
John ,5,143.1,250.7
knikte ,7,179.0,429.6
somber. ,8,162.8,249.1
Ja. ,4,73.6,73.6
Ze ,3,127.3,146.4
ging ,5,199.6,318.3
naar ,5,160.7,308.2
"moeder, ",8,202.4,328.5
weet ,5,157.0,222.8
"je, ",4,204.8,204.8
"en...o, ",8,222.3,417.0
daar ,5,201.7,250.9
is ,3,167.5,190.4
Evie ,5,112.1,212.6
zelf. ,6,125.3,212.6
Evelyn ,7,221.2,417.1
Howard ,7,277.1,465.0
kwam ,5,144.1,201.9
binnen. ,8,155.8,184.4
Ze ,3,57.1,90.1
hield ,6,267.2,344.2
haar ,5,185.1,195.2
lippen ,7,155.0,204.8
stijf ,6,99.1,130.6
opeengeklemd ,13,204.5,347.0
en ,3,16.8,16.8
ze ,3,103.1,134.2
had ,4,128.3,148.4
een ,4,40.9,48.1
koffertje ,10,219.9,270.9
bij ,4,57.2,57.2
zich. ,6,125.8,185.9
Ze ,3,24.2,24.2
zag ,4,136.5,179.1
er ,3,75.6,105.7
opgewonden ,11,208.5,355.5
maar ,5,103.2,122.4
vastberaden ,12,226.1,373.4
uit; ,5,91.3,112.3
toch ,5,128.4,158.1
leek ,5,141.2,174.9
ze ,3,48.4,48.4
een ,4,56.5,56.5
beetje ,7,144.0,189.7
in ,3,0.0,0.0
het ,4,44.9,44.9
defensief ,10,222.2,403.0
te ,3,41.1,48.3
zijn. ,6,128.5,185.9
Ik ,3,36.0,36.0
heb ,4,100.9,144.9
in ,3,91.7,122.2
ieder ,6,139.6,173.1
