word,wlen,firsttime,totaltime
zei ,4,114.8,136.8
John ,5,145.0,145.0
een ,4,38.2,38.2
beetje ,7,119.2,152.9
stijfjes. ,10,225.2,271.2
Toen ,5,140.8,158.4
voegde ,7,155.1,155.1
hij ,4,109.1,127.4
er ,3,21.1,34.5
nogal ,6,198.0,235.4
aarzelend ,10,156.2,222.2
aan ,4,58.6,58.6
toe: ,5,48.6,48.6
Moeten ,7,182.0,268.8
wij ,4,131.2,161.3
als ,4,122.0,122.0
getuigen ,9,190.8,219.2
"verschijnen, ",13,191.4,326.7
wij ,4,96.6,96.6
allemaal ,9,147.4,166.6
bedoel ,7,140.3,226.7
ik? ,4,200.1,219.1
Jij ,4,101.1,168.1
natuurlijk ,11,221.3,436.3
wel ,4,117.0,149.6
enne ,5,202.0,287.2
"eh, ",4,124.3,167.3
"meneer, ",8,228.9,557.1
"eh, ",4,142.3,164.3
Er ,3,158.6,194.7
viel ,5,118.7,146.1
even ,5,181.6,217.9
een ,4,111.7,111.7
stilte; ,8,101.9,237.3
toen ,5,103.6,150.4
vervolgde ,10,162.0,229.5
Wells ,6,125.2,161.3
op ,3,34.4,34.4
zijn ,5,107.4,142.4
gewone ,7,203.3,273.2
rustige ,8,215.7,360.9
toon: ,6,145.9,161.7
Iedere ,7,202.5,478.5
andere ,7,136.2,176.5
getuigenverklaring ,19,204.8,615.1
zal ,4,142.5,193.1
alleen ,7,172.7,307.9
maar ,5,138.9,150.8
ter ,4,135.4,219.8
bevestiging ,12,231.0,436.5
"zijn, ",6,158.7,288.1
louter ,7,153.2,297.6
een ,4,96.2,96.2
formaliteit. ,13,246.1,417.9
Juist. ,7,191.4,242.8
John ,5,140.5,140.5
scheen ,7,159.7,229.8
wat ,4,145.8,145.8
opgelucht. ,11,163.8,186.2
Dat ,4,66.7,66.7
verbaasde ,10,204.0,260.1
"me, ",4,79.1,79.1
want ,5,119.0,119.0
ik ,3,121.0,121.0
zag ,4,108.4,108.4
er ,3,72.7,110.4
geen ,5,112.4,112.4
reden ,6,24.0,24.0
toe. ,5,171.9,224.0
Als ,4,142.7,206.0
je ,3,65.2,65.2
er ,3,156.2,230.4
niets ,6,136.7,177.3
op ,3,118.5,180.9
tegen ,6,194.0,241.7
"hebt, ",6,56.0,56.0
vervolgde ,10,253.9,331.6
"Wells, ",7,135.0,152.2
dan ,4,127.9,150.2
had ,4,138.6,155.8
ik ,3,60.3,73.1
het ,4,161.0,161.0
op ,3,54.0,72.9
vrijdag ,8,58.3,58.3
willen ,7,204.7,273.3
houden. ,8,132.1,162.3
Dat ,4,137.6,148.6
geeft ,6,203.8,256.0
ons ,4,111.7,111.7
ruim ,5,62.8,62.8
de ,3,59.1,59.1
tijd ,5,114.5,114.5
voor ,5,67.4,67.4
het ,4,60.7,91.6
doktersrapport. ,16,241.5,531.6
De ,3,67.1,67.1
lijkschouwing ,14,217.0,382.9
is ,3,21.8,21.8
"vanavond, ",10,180.9,248.0
als ,4,88.4,88.4
ik ,3,82.4,82.4
me ,3,84.0,114.5
niet ,5,138.0,138.0
vergis? ,8,135.1,135.1
Ja. ,4,140.8,140.8
Dan ,4,169.9,186.8
ga ,3,95.4,95.4
je ,3,86.6,86.6
met ,4,108.2,108.2
deze ,5,75.5,75.5
regeling ,9,235.0,342.6
akkoord? ,9,160.5,187.4
Uitstekend. ,12,207.9,363.9
Ik ,3,51.3,51.3
hoef ,5,198.1,348.2
je ,3,35.1,35.1
toch ,5,91.5,113.0
niet ,5,152.2,152.2
te ,3,79.2,100.9
"zeggen, ",8,146.4,220.3
beste ,6,127.7,140.2
"Cavendish, ",11,227.4,487.0
hoeveel ,8,129.8,170.5
verdriet ,9,173.8,207.9
deze ,5,150.3,159.7
"vreselijke, ",12,111.1,145.1
tragische ,10,233.0,403.9
zaak ,5,130.4,176.9
mij ,4,210.5,246.8
doet! ,6,64.2,113.2
Kunt ,5,170.9,212.8
u ,2,67.5,67.5
ons ,4,93.9,114.3
niet ,5,130.5,166.2
behulpzaam ,11,175.4,298.4
zijn ,5,153.6,196.9
bij ,4,107.6,150.7
de ,3,43.8,43.8
"oplossing, ",11,126.6,126.6
monsieur? ,10,169.3,220.9
onderbrak ,10,243.1,344.1
Poirot ,7,109.7,173.2
"hem, ",5,87.0,87.0
zich ,5,175.5,421.9
daarmee ,8,125.3,240.2
voor ,5,122.5,136.6
het ,4,72.0,72.0
eerst ,6,127.4,148.4
sinds ,6,171.7,202.0
we ,3,25.5,25.5
binnen ,7,83.3,153.7
waren ,6,181.8,268.1
in ,3,54.4,71.2
het ,4,48.9,48.9
gesprek ,8,164.0,232.0
Ik? ,4,157.3,200.8
"Ja, ",4,166.9,229.7
we ,3,44.2,44.2
hebben ,7,158.4,175.9
gehoord ,8,169.0,198.8
dat ,4,86.8,96.5
mevrouw ,8,130.0,143.3
gisteravond ,12,151.5,251.8
aan ,4,127.9,170.3
u ,2,76.7,76.7
heeft ,6,59.7,59.7
zitten ,7,208.9,294.2
schrijven. ,11,158.3,237.2
U ,2,74.1,74.1
moet ,5,131.0,172.3
de ,3,57.4,57.4
brief ,6,106.7,106.7
vanmorgen ,10,179.0,195.6
hebben ,7,133.9,175.5
gekregen. ,10,178.2,207.9
"Inderdaad, ",11,180.6,213.4
maar ,5,130.0,130.0
er ,3,27.1,27.1
stond ,6,161.6,176.3
niets ,6,144.1,174.0
bijzonders ,11,132.4,178.0
in. ,4,35.1,35.1
Het ,4,52.3,52.3
was ,4,123.9,123.9
alleen ,7,140.2,153.3
een ,4,55.2,55.2
briefje ,8,94.0,94.0
met ,4,101.9,101.9
het ,4,76.5,76.5
verzoek ,8,150.4,226.6
haar ,5,37.0,37.0
vanmorgen ,10,158.4,484.9
te ,3,79.0,79.0
bezoeken ,9,229.1,265.8
omdat ,6,120.4,153.2
ze ,3,68.8,109.2
mijn ,5,162.1,221.6
advies ,7,148.8,189.8
wilde ,6,131.1,144.0
hebben ,7,129.5,226.1
over ,5,99.8,126.8
een ,4,71.7,109.8
zaak ,5,106.8,144.3
van ,4,97.1,112.6
het ,4,29.1,29.1
grootste ,9,202.2,308.6
gewicht. ,9,180.8,240.8
Ze ,3,56.0,56.0
heeft ,6,174.7,274.8
niet ,5,102.4,102.4
laten ,6,155.1,231.1
doorschemeren ,14,184.4,266.5
wat ,4,26.1,26.1
dat ,4,121.1,170.9
voor ,5,202.2,251.0
zaak ,5,88.0,88.0
zou ,4,41.1,41.1
kunnen ,7,137.5,137.5
zijn? ,6,127.4,127.4
Helaas ,7,278.0,488.2
niet. ,6,78.0,150.8
"Jammer, ",8,226.2,334.3
zei ,4,90.1,108.0
John. ,6,179.8,194.5
Erg ,4,126.4,126.4
"jammer, ",8,160.2,160.2
beaamde ,8,276.5,374.0
Poirot ,7,109.8,125.1
ernstig. ,9,258.0,348.9
Het ,4,102.8,102.8
was ,4,100.4,157.0
even ,5,154.5,196.5
stil. ,6,23.1,23.1
Poirot ,7,217.4,264.0
bleef ,6,134.0,204.0
een ,4,57.5,57.5
paar ,5,168.0,168.0
minuten ,8,100.3,140.0
in ,3,20.9,20.9
gedachten ,10,199.6,248.0
verzonken. ,11,201.2,237.7
Tenslotte ,10,217.8,310.9
wendde ,7,157.9,232.5
hij ,4,105.6,126.2
zich ,5,72.4,72.4
weer ,5,131.3,191.9
tot ,4,113.7,113.7
Wells. ,7,142.8,207.4
Meneer ,7,154.4,166.6
"Wells, ",7,163.8,186.1
er ,3,42.8,42.8
is ,3,175.9,224.1
een ,4,100.9,111.5
ding ,5,78.8,78.8
dat ,4,69.2,69.2
ik ,3,73.5,102.8
u ,2,82.8,82.8
graag ,6,138.8,138.8
zou ,4,139.8,139.8
willen ,7,94.0,148.7
"vragen, ",8,114.9,114.9
tenminste ,10,197.1,300.2
als ,4,83.8,105.9
het ,4,130.9,156.5
niet ,5,125.5,132.7
tegen ,6,158.8,175.0
de ,3,28.5,28.5
is. ,4,75.5,89.7
In ,3,33.9,33.9
geval ,6,175.8,240.3
van ,4,61.0,78.5
overlijden ,11,229.8,297.1
van ,4,28.0,28.0
mevrouw ,8,167.5,167.5
wie ,4,54.2,54.2
erft ,5,192.9,208.3
dan ,4,135.4,161.5
haar ,5,166.7,166.7
geld? ,6,181.4,193.7
Wells ,6,157.4,214.5
aarzelde ,9,227.5,352.0
een ,4,28.9,28.9
ogenblik ,9,255.6,315.9
voor ,5,101.9,101.9
hij ,4,46.5,61.3
antwoordde: ,12,179.1,307.5
Het ,4,53.0,74.8
zal ,4,161.2,174.5
toch ,5,75.5,91.6
heel ,5,113.7,144.1
gauw ,5,157.2,207.3
algemeen ,9,191.8,337.2
bekend ,7,196.2,266.9
"zijn, ",6,91.5,91.5
dus ,4,188.0,248.9
als ,4,170.5,222.8
Cavendish ,10,171.4,273.0
er ,3,37.7,47.1
geen ,5,142.1,159.5
bezwaar ,8,116.2,160.8
tegen ,6,179.8,179.8
heeft... ,9,144.9,200.6
Niet ,5,173.4,187.6
in ,3,89.4,89.4
't ,3,33.9,33.9
"minst, ",7,145.9,202.1
zei ,4,101.9,101.9
John ,5,75.4,109.6
prompt. ,8,225.8,238.6
zie ,4,108.2,221.5
ik ,3,115.6,178.6
geen ,5,143.0,193.5
enkele ,7,146.7,189.5
reden ,6,113.6,135.8
waarom ,7,126.7,204.9
ik ,3,115.6,115.6
uw ,3,0.0,0.0
vraag ,6,125.3,125.3
niet ,5,161.0,208.7
zou ,4,58.5,89.4
beantwoorden. ,14,204.4,284.4
Na ,3,67.9,85.9
aftrek ,7,210.2,267.6
van ,4,113.4,113.4
enkele ,7,173.5,319.6
onbelangrijke ,14,210.7,328.8
legaten ,8,271.5,353.7
aan ,4,80.6,80.6
bedienden ,10,220.7,415.6
en ,3,73.5,73.5
"zo, ",4,86.0,143.2
vermaakte ,10,180.2,501.8
ze ,3,64.4,64.4
in ,3,161.8,179.1
haar ,5,129.6,193.1
laatste ,8,156.6,228.0
"testament, ",11,197.1,287.7
gedateerd ,10,232.4,376.0
augustus ,9,202.8,264.7
vorig ,6,188.5,197.5
"jaar, ",6,119.5,132.4
haar ,5,164.7,224.8
hele ,5,94.7,94.7
vermogen ,9,161.0,177.4
aan ,4,78.6,78.6
haar ,5,188.2,216.1
"stiefzoon, ",11,239.3,336.8
de ,3,18.7,18.7
heer ,5,173.6,322.2
John ,5,193.8,274.8
Cavendish. ,11,206.4,451.9
Was ,4,152.5,270.3
dit ,4,87.6,100.3
"niet, ",6,212.5,296.9
neemt ,6,195.8,468.9
u ,2,118.5,156.0
mij ,4,171.6,262.9
de ,3,36.3,36.3
vraag ,6,158.7,239.9
niet ,5,100.3,126.2
"kwalijk, ",9,184.0,211.4
meneer ,7,215.9,285.8
"Cavendish, ",11,161.3,316.7
was ,4,158.3,177.3
dit ,4,124.9,209.3
niet ,5,181.7,299.4
tamelijk ,9,111.8,118.2
oneerlijk ,10,264.4,387.3
ten ,4,85.3,85.3
opzichte ,9,181.7,242.3
van ,4,31.6,62.7
haar ,5,87.6,107.9
andere ,7,246.9,310.7
"stiefzoon, ",11,140.8,200.1
Lawrence ,9,221.4,354.5
Cavendish? ,11,188.0,371.1
"Nee, ",5,198.8,213.7
dat ,4,27.3,27.3
geloof ,7,123.8,123.8
ik ,3,85.2,85.2
niet. ,6,61.8,61.8
Weet ,5,77.7,77.7
"u, ",3,70.5,91.4
volgens ,8,175.5,189.3
de ,3,60.0,60.0
voorwaarden ,12,232.4,241.9
in ,3,27.1,27.1
het ,4,139.9,151.2
testament ,10,118.1,118.1
van ,4,97.1,125.1
hun ,4,28.7,28.7
vader ,6,177.1,190.0
zou ,4,150.3,169.2
John ,5,157.9,197.1
het ,4,111.6,210.1
landgoed ,9,159.9,214.9
erven ,6,184.9,238.7
en ,3,158.8,158.8
"Lawrence, ",10,204.9,261.0
bij ,4,127.1,127.1
de ,3,49.0,55.0
dood ,5,167.7,223.3
van ,4,69.5,69.5
zijn ,5,117.0,138.0
"stiefmoeder, ",13,134.7,260.6
een ,4,31.2,31.2
aanzienlijk ,12,206.0,366.7
bedrag ,7,182.5,209.7
in ,3,45.6,62.6
geld ,5,137.9,193.6
krijgen. ,9,105.2,145.4
Mevrouw ,8,180.3,224.5
liet ,5,203.4,248.2
haar ,5,208.0,249.7
geld ,5,99.8,166.6
na ,3,98.6,130.6
aan ,4,87.1,87.1
haar ,5,128.6,156.9
oudste ,7,175.8,199.7
"stiefzoon, ",11,150.0,274.6
omdat ,6,159.6,174.9
ze ,3,80.5,80.5
wist ,5,63.8,68.7
dat ,4,100.9,100.9
hij ,4,89.1,89.1
Styles ,7,128.6,128.6
in ,3,151.6,151.6
stand ,6,143.3,199.9
moest ,6,142.1,215.9
houden. ,8,185.3,203.2
Het ,4,113.7,113.7
"was, ",5,179.6,248.5
volgens ,8,210.2,327.0
"mij, ",5,73.9,120.9
een ,4,60.9,86.1
heel ,5,148.0,185.9
eerlijke ,9,167.9,284.5
en ,3,86.1,86.1
billijke ,9,244.2,345.2
verdeling. ,11,208.9,306.8
Poirot ,7,252.7,376.6
knikte ,7,168.8,168.8
peinzend. ,10,221.8,300.0
"Juist, ",7,160.3,257.8
maar ,5,146.6,168.6
ik ,3,88.2,141.2
kan ,4,109.3,115.5
toch ,5,161.9,267.9
"zeggen, ",8,132.1,185.8
"nietwaar, ",10,191.6,273.0
dat ,4,125.5,139.7
volgens ,8,196.7,446.2
uw ,3,121.2,215.4
Engels ,7,218.2,468.1
recht ,6,157.4,243.9
dat ,4,194.9,379.9
testament ,10,168.0,392.7
automatisch ,12,205.1,404.2
verviel ,8,158.8,282.6
toen ,5,117.7,150.5
mevrouw ,8,182.0,332.6
hertrouwde? ,12,265.6,551.1
Wells ,6,136.0,260.9
knikte. ,8,238.9,390.4
Zoals ,6,165.1,227.5
ik ,3,104.2,104.2
juist ,6,148.2,207.7
nog ,4,77.0,129.5
wilde ,6,130.3,153.2
"opmerken, ",10,233.3,282.0
monsieur ,9,205.7,364.9
"Poirot, ",8,116.6,141.0
is ,3,32.9,32.9
dat ,4,137.1,224.7
document ,9,162.8,210.9
nu ,3,155.9,234.0
van ,4,113.3,113.3
nul ,4,13.8,13.8
en ,3,41.0,41.0
gener ,6,231.8,356.9
waarde. ,8,208.6,275.3
Hein! ,6,269.3,429.8
zei ,4,182.9,200.4
Poirot. ,8,220.9,220.9
Hij ,4,167.6,183.2
dacht ,6,154.3,238.6
even ,5,60.5,89.3
"na, ",4,119.2,119.2
en ,3,78.6,78.6
vroeg ,6,178.7,229.5
toen: ,6,104.4,104.4
Was ,4,121.2,151.4
mevrouw ,8,197.1,221.1
zelf ,5,96.2,111.6
daarvan ,8,213.4,326.4
op ,3,21.2,39.1
de ,3,167.3,167.3
hoogte? ,8,72.1,96.0
Ik ,3,82.4,82.4
weet ,5,91.4,109.8
het ,4,115.0,115.0
echt ,5,196.9,236.7
niet. ,6,49.0,49.0
Misschien ,10,147.7,157.5
wel. ,5,128.5,198.3
Dat ,4,113.0,159.8
was ,4,170.2,200.9
ze ,3,68.8,68.8
"inderdaad, ",11,204.9,204.9
zei ,4,85.0,104.7
John ,5,110.6,131.7
onverwacht. ,12,190.9,271.8
We ,3,36.1,36.1
hebben ,7,151.9,208.1
het ,4,113.7,113.7
gisteren ,9,148.0,188.3
nog ,4,64.5,64.5
gehad ,6,146.0,164.0
over ,5,140.9,154.5
het ,4,84.3,98.0
feit ,5,99.2,144.0
dat ,4,30.0,42.9
testamenten ,12,204.2,339.1
door ,5,153.0,243.2
hertrouwen ,11,252.0,324.8
ongeldig ,9,208.7,469.2
worden. ,8,216.7,336.2
Juist ,6,234.4,275.9
ja. ,4,47.1,47.1
Nog ,4,72.2,72.2
een ,4,131.8,169.0
"vraag, ",7,85.3,127.7
meneer ,7,137.6,217.0
Wells. ,7,145.3,145.3
U ,2,71.7,71.7
zei ,4,179.3,264.0
'haar ,6,163.1,232.7
laatste ,8,194.3,259.0
testament'. ,12,202.8,237.3
Moet ,5,109.3,143.2
ik ,3,183.0,191.3
daaruit ,8,73.4,81.6
opmaken ,8,158.6,172.8
dat ,4,48.7,48.7
mevrouw ,8,91.6,91.6
er ,3,8.8,8.8
voordien ,9,190.6,190.6
al ,3,112.8,112.8
meer ,5,190.8,275.0
had ,4,119.7,119.7
gemaakt? ,9,86.1,123.2
Gemiddeld ,10,178.3,249.5
maakte ,7,166.3,166.3
ze ,3,24.1,24.1
minstens ,9,162.9,223.6
eens ,5,92.5,252.3
per ,4,168.7,228.9
jaar ,5,89.5,132.7
een ,4,91.7,106.4
nieuw ,6,230.2,271.0
"testament, ",11,99.4,119.5
zei ,4,165.0,188.5
Wells ,6,40.9,40.9
onverstoorbaar. ,16,194.5,369.6
Wat ,4,123.2,147.3
haar ,5,156.0,175.6
testamentaire ,14,169.7,564.5
beschikkingen ,14,239.3,418.6
betreft ,8,222.1,297.0
veranderde ,11,175.8,323.8
ze ,3,110.7,110.7
nogal ,6,53.7,53.7
eens ,5,88.1,107.7
van ,4,92.7,133.5
gedachten; ,11,170.8,215.0
ze ,3,57.5,66.3
had ,4,112.3,152.1
de ,3,95.1,95.1
neiging ,8,124.5,124.5
nu ,3,65.6,65.6
eens ,5,176.4,221.2
het ,4,227.8,249.9
"ene, ",5,88.0,88.0
dan ,4,93.0,122.0
weer ,5,130.3,130.3
een ,4,58.9,58.9
ander ,6,186.2,186.2
lid ,4,73.8,73.8
van ,4,29.5,29.5
de ,3,0.0,0.0
familie ,8,180.0,229.4
te ,3,0.0,0.0
begunstigen. ,13,225.2,285.9
"Veronderstel, ",14,232.4,360.5
opperde ,8,205.2,344.8
"Poirot, ",8,125.4,143.6
dat ,4,127.7,182.8
ze ,3,100.8,100.8
buiten ,7,179.7,383.3
u ,2,77.9,77.9
om ,3,93.5,99.4
een ,4,91.1,130.9
nieuw ,6,115.8,145.4
testament ,10,120.6,215.5
had ,4,128.4,128.4
gemaakt ,8,125.0,125.0
ten ,4,116.1,116.1
gunste ,7,132.4,132.4
van ,4,70.7,77.7
iemand ,7,175.8,185.2
die ,4,206.3,206.3
"niet, ",6,119.6,159.2
in ,3,158.0,158.0
geen ,5,171.0,229.3
enkel ,6,75.3,84.9
"opzicht, ",9,161.9,314.9
lid ,4,95.3,95.3
van ,4,95.8,95.8
de ,3,35.6,35.6
familie ,8,125.7,128.3
"was, ",5,110.5,110.5
laten ,6,151.6,166.2
we ,3,64.8,64.8
zeggen ,7,175.7,202.3
bijvoorbeeld ,13,216.9,252.1
juffrouw ,9,160.6,206.6
"Howard, ",8,146.5,209.1
zou ,4,117.9,173.1
u ,2,45.2,64.9
dat ,4,93.3,176.8
verbaasd ,9,194.3,310.2
hebben? ,8,167.0,221.0
Niet ,5,135.2,174.9
in ,3,19.3,19.3
't ,3,112.3,112.3
minst. ,7,126.9,176.5
Juist! ,7,224.6,371.5
Poirot ,7,233.5,345.4
scheen ,7,180.4,264.3
verder ,7,107.2,107.2
geen ,5,119.0,154.7
vragen ,7,162.4,233.4
te ,3,91.0,91.0
hebben. ,8,70.2,131.4
Ik ,3,184.9,184.9
ging ,5,63.6,63.6
dicht ,6,169.0,187.6
bij ,4,126.3,206.8
hem ,4,86.1,86.1
"staan, ",7,137.1,137.1
terwijl ,8,193.7,258.2
John ,5,83.1,124.2
en ,3,87.5,87.5
de ,3,35.7,35.7
notaris ,8,192.9,241.1
bespraken ,10,186.9,244.4
of ,3,103.1,124.2
ze ,3,55.0,55.0
de ,3,34.7,49.1
papieren ,9,171.5,264.1
van ,4,55.6,70.6
mevrouw ,8,129.4,166.3
zouden ,7,204.2,276.9
doornemen. ,11,179.3,303.7
Denk ,5,129.6,182.5
je ,3,89.6,110.3
dat ,4,96.4,116.4
mevrouw ,8,182.6,182.6
een ,4,38.9,64.6
testament ,10,187.7,238.0
gemaakt ,8,182.8,182.8
"heeft, ",7,129.8,129.8
waarin ,7,140.0,155.9
ze ,3,138.8,138.8
al ,3,38.9,38.9
haar ,5,144.2,161.8
geld ,5,81.0,94.7
aan ,4,103.6,103.6
juffrouw ,9,132.4,157.0
Howard ,7,147.6,201.8
naliet? ,8,144.0,162.6
Poirot ,7,129.6,194.3
glimlachte. ,12,177.3,298.4
Nee. ,5,113.0,113.0
Waarom ,7,187.2,235.1
vroeg ,6,157.7,226.1
je ,3,108.2,108.2
het ,4,90.3,107.3
dan? ,5,111.6,111.6
St! ,4,197.3,511.5
John ,5,222.7,424.6
Cavendish ,10,206.2,429.6
had ,4,67.6,67.6
zich ,5,144.8,192.7
tot ,4,132.4,198.2
Poirot ,7,80.0,148.7
gewend. ,8,197.4,215.4
Komt ,5,121.7,148.9
u ,2,98.0,98.0
met ,4,163.8,173.1
ons ,4,118.2,118.2
"mee, ",5,55.6,55.6
monsieur ,9,223.3,292.6
Poirot? ,8,124.2,152.4
Wij ,4,197.6,235.7
gaan ,5,101.7,105.2
mijn ,5,105.1,105.1
moeders ,8,186.6,304.9
papieren ,9,145.1,232.4
doorkijken. ,12,212.5,265.8
laat ,5,166.6,289.6
dat ,4,161.8,291.1
graag ,6,207.8,283.8
helemaal ,9,232.3,479.3
aan ,4,160.7,263.1
Wells ,6,131.4,469.8
en ,3,158.6,202.7
mij ,4,68.6,80.2
over. ,6,196.0,325.3
Wat ,4,105.0,181.3
de ,3,97.0,130.3
zaak ,5,148.0,233.0
wel ,4,111.0,130.5
veel ,5,123.6,162.4
eenvoudiger ,12,215.0,366.3
"maakt, ",7,161.3,170.0
mompelde ,9,240.2,305.8
Wells. ,7,140.0,162.1
Terwijl ,8,192.8,342.2
hij ,4,52.3,52.3
formeel ,8,187.2,314.6
natuurlijk ,11,166.5,276.1
het ,4,95.5,175.1
recht ,6,178.1,295.6
heeft... ,9,189.3,244.9
Hij ,4,212.6,212.6
maakte ,7,86.4,96.2
de ,3,131.7,131.7
zin ,4,101.3,113.1
niet ,5,207.1,295.2
af. ,4,18.6,18.6
We ,3,43.9,43.9
zullen ,7,220.3,249.4
eerst ,6,147.6,147.6
maar ,5,123.9,213.9
met ,4,141.6,212.6
het ,4,54.1,73.3
bureautje ,10,172.2,184.6
in ,3,110.5,110.5
het ,4,71.9,71.9
boudoir ,8,120.3,175.1
"beginnen, ",10,162.6,358.0
zei ,4,75.3,97.6
"John, ",6,131.8,175.8
en ,3,77.0,77.0
daarna ,7,119.1,129.2
naar ,5,171.4,226.5
haar ,5,54.6,76.6
slaapkamer ,11,180.9,314.2
gaan. ,6,80.2,80.2
Ze ,3,29.3,29.3
bewaarde ,9,218.1,300.7
haar ,5,37.1,37.1
belangrijkste ,14,186.3,260.3
papieren ,9,168.4,168.4
in ,3,34.8,46.3
een ,4,38.1,38.1
paars ,6,118.0,138.4
koffertje; ,11,190.1,207.6
dat ,4,78.0,78.0
zullen ,7,156.2,167.6
we ,3,53.5,53.5
heel ,5,120.7,131.8
grondig ,8,58.6,58.6
doornemen. ,11,205.6,300.0
"Ja, ",4,169.3,199.0
zei ,4,94.4,94.4
de ,3,81.2,81.2
"notaris, ",9,180.4,180.4
het ,4,73.4,89.0
is ,3,95.7,128.0
best ,5,146.0,191.1
mogelijk ,9,136.7,188.9
dat ,4,85.5,103.1
er ,3,180.9,180.9
een ,4,102.8,118.0
later ,6,76.7,76.7
testament ,10,218.5,365.4
is ,3,102.9,151.9
dan ,4,145.0,179.6
dat ,4,115.7,259.1
ik ,3,133.6,149.9
in ,3,104.7,104.7
mijn ,5,175.1,175.1
bezit ,6,172.9,238.2
heb. ,5,93.3,93.3
Er ,3,88.5,172.7
is ,3,206.6,261.2
een ,4,207.9,308.1
later. ,7,137.0,220.5
Het ,4,176.9,187.7
was ,4,177.1,212.2
Poirot ,7,100.5,100.5
die ,4,146.7,150.1
sprak. ,7,187.3,245.9
Wat? ,5,185.2,272.2
John ,5,171.4,283.8
en ,3,102.1,102.1
Wells ,6,177.9,197.3
keken ,6,191.7,210.3
hem ,4,20.1,20.1
verschrikt ,11,226.8,314.7
aan. ,5,49.0,49.0
Of ,3,103.6,125.2
liever ,7,206.7,326.7
"gezegd, ",8,78.2,117.2
vervolgde ,10,197.2,259.9
mijn ,5,129.6,180.2
vriend ,7,180.2,243.8
"onverstoorbaar, ",16,240.7,511.3
er ,3,135.3,142.0
was ,4,158.1,289.1
er ,3,246.7,291.3
een. ,5,61.5,74.3
Wat ,4,152.7,152.7
bedoelt ,8,155.3,187.5
"u, ",3,41.1,41.1
er ,3,112.9,112.9
was ,4,98.9,98.9
er ,3,125.7,125.7
een? ,5,50.8,50.8
Waar ,5,113.6,113.6
is ,3,162.9,180.2
het ,4,168.2,198.2
dan ,4,139.6,175.7
nu? ,4,117.3,160.9
Verbrand. ,10,233.3,466.1
Verbrand? ,10,265.6,529.3
"Ja, ",4,79.5,99.0
kijkt ,6,217.5,288.3
u ,2,44.9,44.9
maar. ,6,105.1,188.4
Hij ,4,45.3,45.3
haalde ,7,150.1,150.1
het ,4,70.2,70.2
verschroeide ,13,198.2,244.4
stukje ,7,142.0,161.6
papier ,7,122.4,122.4
te ,3,67.5,67.5
voorschijn ,11,133.8,165.6
dat ,4,94.4,94.4
we ,3,72.4,86.9
in ,3,9.4,9.4
de ,3,0.0,0.0
haard ,6,177.6,237.7
in ,3,78.2,78.2
mevrouw ,8,104.2,137.6
kamer ,6,150.7,150.7
hadden ,7,112.4,112.4
gevonden ,9,150.8,167.1
en ,3,28.8,28.8
gaf ,4,120.4,120.4
het ,4,97.3,97.3
aan ,4,126.6,126.6
de ,3,42.2,42.2
notaris ,8,104.6,104.6
met ,4,44.2,44.2
een ,4,84.8,98.2
korte ,6,135.9,189.3
verklaring ,11,214.2,235.4
wanneer ,8,188.1,257.2
en ,3,56.9,56.9
waar ,5,147.4,173.8
we ,3,42.0,42.0
het ,4,78.4,78.4
gevonden ,9,186.9,186.9
hadden. ,8,87.8,87.8
Maar ,5,174.7,174.7
dit ,4,178.6,196.0
is ,3,7.0,7.0
misschien ,10,112.3,203.5
wel ,4,118.1,146.2
een ,4,97.0,109.4
oud ,4,128.2,128.2
testament? ,11,154.2,186.3
Dat ,4,87.2,87.2
denk ,5,143.2,182.6
ik ,3,71.6,71.6
niet. ,6,175.4,210.7
Zelfs ,6,152.5,177.4
ben ,4,162.0,162.0
ik ,3,68.5,68.5
er ,3,190.8,190.8
vrij ,5,102.9,121.8
zeker ,6,45.3,45.3
van ,4,36.2,36.2
dat ,4,147.0,171.4
het ,4,78.4,192.3
niet ,5,136.9,192.4
ouder ,6,153.2,190.5
is ,3,77.2,77.2
dan ,4,72.7,72.7
gistermiddag. ,14,210.2,438.1
Wat! ,5,135.4,152.3
Onmogelijk! ,12,249.2,361.1
riepen ,7,224.1,243.9
beide ,6,85.1,85.1
mannen ,7,191.1,220.5
tegelijk ,9,163.9,195.8
uit. ,5,33.7,33.7
Poirot ,7,164.4,232.2
wendde ,7,154.5,247.5
zich ,5,159.1,195.9
tot ,4,135.6,192.4
John. ,6,80.7,80.7
Als ,4,85.2,140.1
u ,2,53.1,53.1
me ,3,58.7,58.7
toestaat ,9,230.1,375.4
uw ,3,71.0,104.5
tuinman ,8,172.0,172.0
te ,3,122.4,122.4
laten ,6,126.0,156.7
"roepen, ",8,140.5,154.3
zal ,4,84.9,84.9
ik ,3,99.3,129.6
het ,4,149.6,193.4
u ,2,168.1,168.1
bewijzen. ,10,121.1,287.9
"O, ",3,180.2,180.2
"natuurlijk, ",12,166.1,220.3
maar ,5,105.7,116.6
ik ,3,127.5,163.1
zie ,4,128.3,144.9
niet ,5,202.1,226.0
in... ,6,150.0,165.0
Poirot ,7,140.2,218.2
maakte ,7,165.3,179.9
een ,4,31.3,43.2
beweging ,9,192.8,223.5
met ,4,80.8,93.2
zijn ,5,112.0,149.1
hand. ,6,8.3,8.3
Doe ,4,142.1,154.5
